,0,1
tt2234155,"['Vince Vaughn', 'Owen Wilson', 'Rose Byrne', 'Aasif Mandvi', 'Max Minghella', 'Josh Brener', ""Dylan O'Brien"", 'Tiya Sircar', 'Tobit Raphael', 'Josh Gad', 'Jessica Szohr', 'Rob Riggle', 'Eric André', 'Harvey Guillén', 'Gary Anthony Williams']","['nm0000681', 'nm0005562', 'nm0126284', 'nm0541902', 'nm1540404', 'nm3091777', 'nm3729721', 'nm1587188', 'nm5111695', 'nm1265802', 'nm1221906', 'nm1443527', 'nm2765191', 'nm2957490', 'nm0930637']"
tt5442430,"['Hiroyuki Sanada', 'Ryan Reynolds', 'Rebecca Ferguson', 'Jake Gyllenhaal', 'Olga Dykhovichnaya', 'Ariyon Bakare', 'Jesus Del Orden', 'Allen McLean', 'Leila Grace', 'Mari Gvelesiani', 'David Muir', 'Elizabeth Vargas', 'Camiel Warren-Taylor', 'Haruka Kuroda', 'Naoko Mori']","['nm0760796', 'nm0005351', 'nm0272581', 'nm0350453', 'nm1194399', 'nm0048159', 'nm8870663', 'nm8870664', 'nm7711987', 'nm8870666', 'nm1586318', 'nm0889822', 'nm5952251', 'nm1527951', 'nm0605283']"
tt1220634,"['Milla Jovovich', 'Ali Larter', 'Kim Coates', 'Shawn Roberts', 'Sergio Peris-Mencheta', 'Spencer Locke', 'Boris Kodjoe', 'Wentworth Miller', 'Sienna Guillory', 'Kacey Clarke', 'Norman Yeung', 'Fulvio Cecere', 'Raymond Olubawale', 'Christopher Kano', 'Tatsuya Goke']","['nm0000170', 'nm0005123', 'nm0167649', 'nm0731575', 'nm0673824', 'nm1682400', 'nm0462673', 'nm0589505', 'nm0347149', 'nm0056041', 'nm2034510', 'nm0147661', 'nm4036561', 'nm4036527', 'nm4036529']"
tt1232200,"['Adam Sandler', 'Andy Samberg', 'Leighton Meester', 'Vanilla Ice', 'James Caan', 'Milo Ventimiglia', 'Blake Clark', 'Meagen Fay', 'Tony Orlando', 'Will Forte', 'Rachel Dratch', 'Nick Swardson', 'Peggy Stewart', 'Luenell', 'Ciara']","['nm0001191', 'nm1676221', 'nm1015262', 'nm0406678', 'nm0001001', 'nm0893257', 'nm0163703', 'nm0269599', 'nm0650027', 'nm0287182', 'nm0237222', 'nm0841910', 'nm0829725', 'nm0132685', 'nm1733488']"
tt1071875,"['Nicolas Cage', 'Violante Placido', 'Ciarán Hinds', 'Idris Elba', 'Johnny Whitworth', 'Fergus Riordan', 'Spencer Wilding', 'Sorin Tofan', 'Jacek Koman', 'Anthony Head', 'Cristian Iacob', 'Christopher Lambert', 'Jai Stefan', 'Vincent Regan', 'Ionut Cristian Lefter']","['nm0000115', 'nm0686376', 'nm0001354', 'nm0252961', 'nm0926615', 'nm2171157', 'nm1872855', 'nm1442945', 'nm0464522', 'nm0372117', 'nm0406209', 'nm0000483', 'nm1167812', 'nm0716490', 'nm4687334']"
tt0083907,"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly', 'Philip A. Gillis', 'Dorothy Tapert', 'Cheryl Guttridge', 'Barbara Carey', 'David Horton', 'Wendall Thomas', 'Don Long', 'Stu Smith', 'Kurt Rauf', 'Ted Raimi']","['nm0132257', 'nm0762445', 'nm0217822', 'nm0048260', 'nm0863462', 'nm0319310', 'nm0849962', 'nm0349762', 'nm0136908', 'nm1177888', 'nm0859642', 'nm0518948', 'nm0810047', 'nm0712049', 'nm0001646']"
tt1727824,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Dermot Murphy', 'Dickie Beau']","['nm1785339', 'nm2377903', 'nm3152605', 'nm5228887', 'nm0001515', 'nm0318821', 'nm1395602', 'nm0390903', 'nm0000196', 'nm1464879', 'nm1374868', 'nm0080372', 'nm9069524', 'nm5447790', 'nm5004033']"
tt4465564,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford', 'Bella Heathcote', 'Rita Ora', 'Luke Grimes', 'Victor Rasuk', 'Max Martini', 'Bruce Altman', 'Kim Basinger', 'Marcia Gay Harden', 'Andrew Airlie', 'Robinne Lee', 'Amy Price-Francis']","['nm0424848', 'nm1946193', 'nm0425053', 'nm3037833', 'nm2757333', 'nm1357683', 'nm2093766', 'nm0711559', 'nm0242882', 'nm0022883', 'nm0000107', 'nm0001315', 'nm0014803', 'nm0498146', 'nm0697201']"
tt1535109,"['Tom Hanks', 'Catherine Keener', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Faysal Ahmed', 'Mahat M. Ali', 'Michael Chernus', 'David Warshofsky', 'Corey Johnson', 'Chris Mulkey', 'Yul Vazquez', 'Max Martini', 'Omar Berdouni', 'Mohamed Ali', 'Issak Farah Samatar']","['nm0000158', 'nm0001416', 'nm5831542', 'nm5831543', 'nm5314015', 'nm5831544', 'nm1985974', 'nm0913175', 'nm0424819', 'nm0611889', 'nm0891485', 'nm0242882', 'nm1014446', 'nm1677578', 'nm5831545']"
tt3402236,"['Paapa Essiedu', 'Yassine Zeroual', ""Asan N'Jie"", 'Michael Rouse', 'Kenneth Branagh', 'Elliot Levey', 'David Annen', 'Joseph Long', 'Andy Apollo', 'Hadley Fraser', 'Daisy Ridley', 'Leslie Odom Jr.', 'Ziad Abaza', 'Nari Blair-Mangat', 'Luke Brady']","['nm5469396', 'nm9297442', 'nm4731610', 'nm0745860', 'nm0000110', 'nm0505404', 'nm1507556', 'nm0519034', 'nm5121393', 'nm2301662', 'nm5397459', 'nm1502434', 'nm4213457', 'nm3335517', 'nm9389251']"
tt0455944,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour', 'Haley Bennett', 'Bill Pullman', 'Melissa Leo', 'David Meunier', 'Johnny Skourtis', 'Alex Veadov', 'Vladimir Kulich', 'E. Roger Mitchell', 'James Wilcox', ""Mike O'Dea"", 'Anastasia Mousis Sanidopoulos']","['nm0000243', 'nm0190744', 'nm1631269', 'nm1092086', 'nm2247245', 'nm0000597', 'nm0502425', 'nm1635108', 'nm3495787', 'nm0891514', 'nm0474520', 'nm0593301', 'nm4437821', 'nm2488340', 'nm4291105']"
tt4477536,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford', 'Rita Ora', 'Luke Grimes', 'Victor Rasuk', 'Max Martini', 'Jennifer Ehle', 'Marcia Gay Harden', 'Bruce Altman', 'Arielle Kebbel', 'Callum Keith Rennie', 'Robinne Lee', 'Brant Daugherty']","['nm0424848', 'nm1946193', 'nm0425053', 'nm3037833', 'nm1357683', 'nm2093766', 'nm0711559', 'nm0242882', 'nm0000383', 'nm0001315', 'nm0022883', 'nm0444223', 'nm0719678', 'nm0498146', 'nm2301213']"
tt1279935,"['Steve Carell', 'Tina Fey', 'Mark Wahlberg', 'Taraji P. Henson', 'Jimmi Simpson', 'Common', 'William Fichtner', 'Leighton Meester', 'J.B. Smoove', 'Kristen Wiig', 'Mark Ruffalo', 'James Franco', 'Mila Kunis', 'Bill Burr', 'Jonathan Morgan Heit']","['nm0136797', 'nm0275486', 'nm0000242', 'nm0378245', 'nm0801051', 'nm0996669', 'nm0001209', 'nm1015262', 'nm1356578', 'nm1325419', 'nm0749263', 'nm0290556', 'nm0005109', 'nm0122987', 'nm2384128']"
tt1109624,"['Tim Downie', 'Madeleine Worrall', 'Lottie Steer', 'Geoffrey Palmer', 'Theresa Watson', 'Imelda Staunton', 'Michael Gambon', 'Ben Whishaw', 'Hugh Bonneville', 'Sally Hawkins', 'Madeleine Harris', 'Samuel Joslin', 'Michael Bond', 'Matt Lucas', 'Julie Walters']","['nm0236071', 'nm1002209', 'nm5390029', 'nm0658244', 'nm0914902', 'nm0001767', 'nm0002091', 'nm0924210', 'nm0095017', 'nm1020089', 'nm4189049', 'nm4575328', 'nm1286491', 'nm0524240', 'nm0910278']"
tt1396218,"['Jim Carrey', 'Carla Gugino', 'Angela Lansbury', 'Ophelia Lovibond', 'Madeline Carroll', 'Clark Gregg', 'Jeffrey Tambor', 'David Krumholtz', 'Philip Baker Hall', 'Maxwell Perry Cotton', 'James Tupper', 'Dominic Chianese', 'William Charles Mitchell', 'Henry Kelemen', 'Kelli Barrett']","['nm0000120', 'nm0001303', 'nm0001450', 'nm1166041', 'nm1630992', 'nm0163988', 'nm0001787', 'nm0472710', 'nm0001311', 'nm2265334', 'nm0876805', 'nm0156940', 'nm1305878', 'nm4630480', 'nm1799058']"
tt1621039,"['Owen Wilson', 'Woody Harrelson', 'Amy Poehler', 'George Takei', 'Colm Meaney', 'Keith David', 'Dan Fogler', 'Jimmy Hayward', 'Kaitlyn Maher', 'Carlos Alazraqui', 'Jeff Biancalana', 'Danny Carey', 'Carlos Ponce', 'Robert Beltran', 'Lesley Nicol']","['nm0005562', 'nm0000437', 'nm0688132', 'nm0001786', 'nm0000538', 'nm0202966', 'nm0283945', 'nm0371755', 'nm3135499', 'nm0016141', 'nm1669736', 'nm0136927', 'nm0005317', 'nm0000296', 'nm0630149']"
tt2281587,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey', 'Steve Whitmire', 'Eric Jacobson', 'Dave Goelz', 'Bill Barretta', 'David Rudman', 'Matt Vogel', 'Peter Linz', 'Tony Bennett', 'Hugh Bonneville', 'William Brand', 'Andrés Cantor', 'Jemaine Clement']","['nm0315041', 'nm0123092', 'nm0275486', 'nm0926209', 'nm1129383', 'nm0324397', 'nm0057321', 'nm0748843', 'nm0900934', 'nm0513285', 'nm0004746', 'nm0095017', 'nm0429558', 'nm2995515', 'nm1318596']"
tt4302938,"['Art Parkinson', 'Charlize Theron', 'Brenda Vaccaro', 'Cary-Hiroyuki Tagawa', 'Meyrick Murphy', 'George Takei', 'Rooney Mara', 'Ralph Fiennes', 'Matthew McConaughey', 'Minae Noji', 'Alpha Takahashi', 'Laura Miro', 'Ken Takemoto', 'Aaron Aoki', 'Luke Donaldson']","['nm3280686', 'nm0000234', 'nm0882853', 'nm0846480', 'nm5678478', 'nm0001786', 'nm1913734', 'nm0000146', 'nm0000190', 'nm0634176', 'nm3006143', 'nm1310832', 'nm0847543', 'nm2317837', 'nm4490824']"
tt1126591,"['Cher', 'Christina Aguilera', 'Eric Dane', 'Cam Gigandet', 'Julianne Hough', 'Alan Cumming', 'Peter Gallagher', 'Kristen Bell', 'Stanley Tucci', 'Dianna Agron', 'Glynn Turman', 'David Walton', 'Terrence Jenkins', 'Chelsea Traille', 'Tanee McCall']","['nm0000333', 'nm0004694', 'nm0199312', 'nm1544217', 'nm2584600', 'nm0001086', 'nm0001251', 'nm0068338', 'nm0001804', 'nm1872698', 'nm0877270', 'nm1378589', 'nm2413125', 'nm3033752', 'nm1484752']"
tt2798920,"['Natalie Portman', 'Benedict Wong', 'Sonoya Mizuno', 'David Gyasi', 'Oscar Isaac', 'John Schwab', 'Jennifer Jason Leigh', 'Gina Rodriguez', 'Tuva Novotny', 'Tessa Thompson', 'Sammy Hayman', 'Josh Danford', 'Kristen McGarrity']","['nm0000204', 'nm0938950', 'nm4420495', 'nm1408543', 'nm1209966', 'nm1134945', 'nm0000492', 'nm1752221', 'nm0637259', 'nm1935086', 'nm0371363', 'nm7397928', 'nm9631942']"
tt2554274,"['Mia Wasikowska', 'Jessica Chastain', 'Tom Hiddleston', 'Charlie Hunnam', 'Jim Beaver', 'Burn Gorman', 'Leslie Hope', 'Doug Jones', 'Jonathan Hyde', 'Bruce Gray', 'Emily Coutts', 'Alec Stockwell', 'Brigitte Robinson', 'Gillian Ferrier', 'Tamara Hope']","['nm1985859', 'nm1567113', 'nm1089991', 'nm0402271', 'nm0064769', 'nm1218607', 'nm0394012', 'nm0427964', 'nm0404993', 'nm0336489', 'nm2956530', 'nm0830964', 'nm1701089', 'nm3090960', 'nm0394045']"
tt1430626,"['Hugh Grant', 'Martin Freeman', 'Imelda Staunton', 'David Tennant', 'Jeremy Piven', 'Salma Hayek', 'Lenny Henry', 'Brian Blessed', 'Russell Tovey', 'Anton Yelchin', 'Brendan Gleeson', 'Ashley Jensen', 'Al Roker', 'Ben Whitehead', 'Mike Cooper']","['nm0000424', 'nm0293509', 'nm0001767', 'nm0855039', 'nm0005315', 'nm0000161', 'nm0377901', 'nm0000306', 'nm0869871', 'nm0947338', 'nm0322407', 'nm0421332', 'nm0737963', 'nm2038317', 'nm1047630']"
tt1308729,"['Sylvester Stallone', 'Sung Kang', 'Sarah Shahi', 'Adewale Akinnuoye-Agbaje', 'Jason Momoa', 'Christian Slater', 'Jon Seda', 'Holt McCallany', 'Brian Van Holt', 'Weronika Rosati', 'Dane Rhodes', 'Marcus Lyle Brown', 'Andrew Austin-Peterson', 'Paul Etheredge', 'Robert Cavan Carruth']","['nm0000230', 'nm0437646', 'nm1083404', 'nm0015382', 'nm0597388', 'nm0000225', 'nm0781218', 'nm0564697', 'nm0887144', 'nm1617964', 'nm1694797', 'nm0114177', 'nm5011757', 'nm0262049', 'nm5475610']"
tt1355683,"['Johnny Depp', 'Joel Edgerton', 'Benedict Cumberbatch', 'Dakota Johnson', 'Kevin Bacon', 'Peter Sarsgaard', 'Jesse Plemons', 'Rory Cochrane', 'David Harbour', 'Adam Scott', 'Corey Stoll', 'Julianne Nicholson', 'W. Earl Brown', 'Bill Camp', 'Juno Temple']","['nm0000136', 'nm0249291', 'nm1212722', 'nm0424848', 'nm0000102', 'nm0765597', 'nm0687146', 'nm0168262', 'nm1092086', 'nm0004395', 'nm1015684', 'nm0629855', 'nm0114868', 'nm0131966', 'nm1017334']"
tt1790885,"['Jason Clarke', 'Reda Kateb', 'Jessica Chastain', 'Kyle Chandler', 'Jennifer Ehle', 'Harold Perrineau', 'Jeremy Strong', 'J.J. Kandel', 'Wahab Sheikh', 'Alexander Karim', 'Nabil Elouahabi', 'Aymen Hamdouchi', 'Simon Abkarian', 'Ali Marhyar', 'Parker Sawyers']","['nm0164809', 'nm3024530', 'nm1567113', 'nm0151419', 'nm0000383', 'nm0674782', 'nm0834989', 'nm2849874', 'nm4594320', 'nm0992562', 'nm1029263', 'nm3043480', 'nm0008787', 'nm3545569', 'nm4554036']"
tt0817230,"['Jessica Alba', 'Kathy Bates', 'Jessica Biel', 'Bradley Cooper', 'Eric Dane', 'Patrick Dempsey', 'Hector Elizondo', 'Jamie Foxx', 'Jennifer Garner', 'Topher Grace', 'Anne Hathaway', 'Carter Jenkins', 'Ashton Kutcher', 'Queen Latifah', 'Taylor Lautner']","['nm0004695', 'nm0000870', 'nm0004754', 'nm0177896', 'nm0199312', 'nm0001131', 'nm0001185', 'nm0004937', 'nm0004950', 'nm0333410', 'nm0004266', 'nm1334396', 'nm0005110', 'nm0001451', 'nm1210124']"
tt1488555,"['Ryan Reynolds', 'Jason Bateman', 'Leslie Mann', 'Olivia Wilde', 'Alan Arkin', 'Mircea Monroe', 'Gregory Itzin', 'Ned Schmidtke', 'Ming Lo', 'Sydney Rouviere', 'Craig Bierko', 'Dax Griffin', 'Andrea Moore', 'Matthew Cornwell', ""Taaffe O'Connell""]","['nm0005351', 'nm0000867', 'nm0005182', 'nm1312575', 'nm0000273', 'nm1597260', 'nm0411857', 'nm0773307', 'nm0591247', 'nm3437020', 'nm0081572', 'nm0341159', 'nm3244413', 'nm1494966', 'nm0640173']"
tt1179034,"['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak', 'Richard Durden', 'Bing Yin', 'Amber Rose Revah', 'Eric Godon', 'François Bredon', 'Chems Dahmani', 'Sami Darr', 'Julien Hagnery', 'Mostéfa Stiti', 'Rebecca Dayan', 'Michaël Vander-Meiren', 'Didier Constant']","['nm0000237', 'nm0001667', 'nm0810738', 'nm0243983', 'nm0082897', 'nm2362244', 'nm1101713', 'nm2394847', 'nm1282803', 'nm1410527', 'nm3783445', 'nm0830599', 'nm3266168', 'nm2457148', 'nm1359275']"
tt4244998,"['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk', 'Jens Hultén', 'Natassia Malthe', 'Spencer Bogaert', 'Mercedes de la Zerda', 'Leonor Varela', 'Morgan Freeman']","['nm2240346', 'nm1778512', 'nm5105099', 'nm0401638', 'nm0853573', 'nm5614461', 'nm1235040', 'nm0007237', 'nm0000151']"
tt1385826,"['Matt Damon', 'Emily Blunt', 'Lisa Thoreson', 'Florence Kastriner', 'Michael Kelly', 'Phyllis MacBryde', 'Natalie Carter', 'Chuck Scarborough', 'Jon Stewart', 'Gregory P. Hitchen', 'Darrell Lenormand', 'Michael Bloomberg', 'Kar', 'RJ Konner', 'Susan D. Michaels']","['nm0000354', 'nm1289434', 'nm2564974', 'nm1505460', 'nm0446672', 'nm4323197', 'nm1102488', 'nm0769086', 'nm0829537', 'nm4323563', 'nm1573061', 'nm0089255', 'nm3701374', 'nm2897269', 'nm4322219']"
tt2294449,"['Jonah Hill', 'Channing Tatum', 'Peter Stormare', 'Wyatt Russell', 'Amber Stevens West', 'Jillian Bell', 'Ice Cube', 'Keith Lucas', 'Kenneth Lucas', 'Nick Offerman', 'Jimmy Tatro', 'Caroline Aaron', 'Craig Roberts', 'Marc Evan Jackson', 'Joe Chrest']","['nm1706767', 'nm1475594', 'nm0001780', 'nm0751518', 'nm0828226', 'nm3255459', 'nm0001084', 'nm5695570', 'nm3584219', 'nm0644406', 'nm5555161', 'nm0000715', 'nm1064292', 'nm1476601', 'nm0159609']"
tt1489889,"['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan', 'Danielle Nicolet', 'Jason Bateman', 'Aaron Paul', 'Ryan Hansen', 'Tim Griffin', 'Timothy John Smith', 'Sione Kelepi', 'Dylan Boyack', 'Thomas Kretschmann', 'Megan Park', 'Slaine', 'Annie Kerins']","['nm0425005', 'nm0366389', 'nm0752407', 'nm0630379', 'nm0000867', 'nm0666739', 'nm1218621', 'nm0341377', 'nm6326385', 'nm7063789', 'nm3876372', 'nm0470981', 'nm1177914', 'nm2282835', 'nm4826061']"
tt1229340,"['Will Ferrell', 'Steve Carell', 'Paul Rudd', 'David Koechner', 'Christina Applegate', 'Dylan Baker', 'Meagan Good', 'Judah Nelson', 'James Marsden', 'Greg Kinnear', 'Josh Lawson', 'Kristen Wiig', 'Fred Willard', 'Chris Parnell', 'Harrison Ford']","['nm0002071', 'nm0136797', 'nm0748620', 'nm0462712', 'nm0000775', 'nm0048414', 'nm0328709', 'nm4990625', 'nm0005188', 'nm0001427', 'nm0493257', 'nm1325419', 'nm0929609', 'nm0663177', 'nm0000148']"
tt1650062,"['Joel Courtney', 'Jessica Tuck', 'Joel McKinnon Miller', 'Ryan Lee', 'Zach Mills', 'Riley Griffiths', 'Gabriel Basso', 'Kyle Chandler', 'Ron Eldard', 'AJ Michalka', 'Andrew Miller', 'Jakob Miller', 'Jade Griffiths', 'Britt Flatmo', 'Elle Fanning']","['nm1525807', 'nm0875768', 'nm0571930', 'nm2619114', 'nm1517875', 'nm4087524', 'nm2773059', 'nm0151419', 'nm0253035', 'nm1404488', 'nm2466341', 'nm3655639', 'nm4479522', 'nm2803178', 'nm1102577']"
tt6343314,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad', 'Dolph Lundgren', 'Florian Munteanu', 'Russell Hornsby', 'Wood Harris', 'Milo Ventimiglia', 'Robbie Johns', 'Andre Ward', 'Brigitte Nielsen', 'Patrice Harris', ""Jacob 'Stitch' Duran"", 'Ana Gerena']","['nm0430107', 'nm0000230', 'nm1935086', 'nm0711118', 'nm0000185', 'nm8108730', 'nm0395203', 'nm0365445', 'nm0893257', 'nm9555185', 'nm3188266', 'nm0000557', 'nm4683764', 'nm0243695', 'nm2462854']"
tt5117670,"['James Corden', 'Fayssal Bazzi', 'Domhnall Gleeson', 'Sia', 'Colin Moody', 'Sam Neill', 'Margot Robbie', 'Elizabeth Debicki', 'Daisy Ridley', 'Rose Byrne', 'Christian Gazal', 'Ewen Leslie', 'Natalie Dew', 'Terenia Edwards', 'Marianne Jean-Baptiste']","['nm0179479', 'nm2417960', 'nm1727304', 'nm2397981', 'nm0600461', 'nm0000554', 'nm3053338', 'nm4456120', 'nm5397459', 'nm0126284', 'nm0311048', 'nm1191900', 'nm1107201', 'nm6847566', 'nm0001399']"
tt7959026,"['Clint Eastwood', 'Patrick L. Reyes', 'Cesar De León', 'Gustavo Muñoz', 'Jackie Prucha', 'Richard Herd', 'Adam Drescher', 'Christi McClintock', 'Keith Flippen', 'Alison Eastwood', 'Kinsley Isla Dillon', 'Dianne Wiest', 'Joe Knezevich', 'Megan Leahy', 'Taissa Farmiga']","['nm0000142', 'nm8423767', 'nm1478076', 'nm3169819', 'nm1836910', 'nm0378800', 'nm0237503', 'nm10260847', 'nm0282436', 'nm0002055', 'nm9363688', 'nm0001848', 'nm2374823', 'nm2622813', 'nm3920288']"
tt2024469,"['Liam Neeson', 'Julianne Moore', 'Scoot McNairy', 'Michelle Dockery', 'Nate Parker', 'Corey Stoll', ""Lupita Nyong'o"", 'Omar Metwally', 'Jason Butler Harner', 'Linus Roache', 'Shea Whigham', 'Anson Mount', 'Quinn McColgan', 'Corey Hawkins', 'Frank Deal']","['nm0000553', 'nm0000194', 'nm1058940', 'nm1890784', 'nm1676649', 'nm1015684', 'nm2143282', 'nm1272540', 'nm0124798', 'nm0730070', 'nm0924154', 'nm0609845', 'nm3824412', 'nm3659660', 'nm1478067']"
tt4877122,"['T.J. Miller', 'James Corden', 'Anna Faris', 'Maya Rudolph', 'Steven Wright', 'Jennifer Coolidge', 'Patrick Stewart', 'Christina Aguilera', 'Sofía Vergara', 'Rachael Ray', 'Sean Hayes', 'Jake T. Austin', 'Tati Gabrielle', 'Jude Kouyate', 'Jeffrey Ross']","['nm2554352', 'nm0179479', 'nm0267506', 'nm0748973', 'nm0942833', 'nm0177639', 'nm0001772', 'nm0004694', 'nm0005527', 'nm1301904', 'nm0005003', 'nm1545471', 'nm6616259', 'nm9138270', 'nm0743501']"
tt1570728,"['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone', 'Analeigh Tipton', 'Jonah Bobo', 'Joey King', 'Marisa Tomei', 'Beth Littleford', 'John Carroll Lynch', 'Kevin Bacon', 'Liza Lapira', 'Josh Groban', 'Mekia Cox', 'Julianna Guill']","['nm0136797', 'nm0331516', 'nm0000194', 'nm1297015', 'nm3006818', 'nm1501050', 'nm1428821', 'nm0000673', 'nm0514719', 'nm0002253', 'nm0000102', 'nm0487594', 'nm1169011', 'nm2065368', 'nm1566474']"
tt6294822,"['Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk', 'Tracy Letts', 'Bradley Whitford', 'Bruce Greenwood', 'Matthew Rhys', 'Alison Brie', 'Carrie Coon', 'Jesse Plemons', 'David Cross', 'Zach Woods', 'Pat Healy', 'John Rue']","['nm0000658', 'nm0000158', 'nm0005299', 'nm0644022', 'nm0504832', 'nm0925966', 'nm0339304', 'nm0722629', 'nm1555340', 'nm4689420', 'nm0687146', 'nm0189144', 'nm2046855', 'nm0372366', 'nm1600051']"
tt1389137,"['Matt Damon', 'Scarlett Johansson', 'Thomas Haden Church', 'Colin Ford', 'Maggie Elizabeth Jones', 'Angus Macfadyen', 'Elle Fanning', 'Patrick Fugit', 'John Michael Higgins', 'Carla Gallo', 'J.B. Smoove', 'Stephanie Szostak', 'Michael Panes', 'Kym Whitley', 'Todd Stanton']","['nm0000354', 'nm0424060', 'nm0002006', 'nm1225406', 'nm1369619', 'nm0005171', 'nm1102577', 'nm0297578', 'nm0383422', 'nm0303013', 'nm1356578', 'nm1210895', 'nm0659353', 'nm0005552', 'nm0822816']"
tt1210166,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman', 'Robin Wright', 'Chris Pratt', 'Stephen Bishop', 'Reed Diamond', 'Brent Jennings', 'Ken Medlock', 'Tammy Blanchard', 'Jack McGee', 'Vyto Ruginis', 'Nick Searcy', 'Glenn Morshower', 'Casey Bond']","['nm0000093', 'nm1706767', 'nm0000450', 'nm0000705', 'nm0695435', 'nm1212071', 'nm0224703', 'nm0421116', 'nm0575850', 'nm0087109', 'nm0569079', 'nm0749490', 'nm0780678', 'nm0607703', 'nm4000166']"
tt2980706,"['Dane Cook', 'Ed Harris', 'Julie Bowen', 'Curtis Armstrong', 'John Michael Higgins', 'Hal Holbrook', 'Wes Studi', 'Brad Garrett', 'Teri Hatcher', 'Stacy Keach', 'Cedric the Entertainer', 'Danny Mann', 'Barry Corbin', 'Regina King', 'Anne Meara']","['nm0176981', 'nm0000438', 'nm0100866', 'nm0035664', 'nm0383422', 'nm0001358', 'nm0836071', 'nm0004951', 'nm0000159', 'nm0005078', 'nm0147825', 'nm0542706', 'nm0179224', 'nm0005093', 'nm0575198']"
tt1605630,"['Jason Biggs', 'Alyson Hannigan', 'Chris Klein', 'Thomas Ian Nicholas', 'Tara Reid', 'Seann William Scott', 'Mena Suvari', 'Eddie Kaye Thomas', 'John Cho', 'Jennifer Coolidge', 'Eugene Levy', 'Natasha Lyonne', 'Dania Ramirez', 'Katrina Bowden', 'Jay Harrington']","['nm0004755', 'nm0004989', 'nm0005098', 'nm0005272', 'nm0005346', 'nm0005405', 'nm0002546', 'nm0858776', 'nm0158626', 'nm0177639', 'nm0506405', 'nm0005169', 'nm1268158', 'nm2197298', 'nm0364280']"
tt5421212,"['Marvin W. Jones', 'Johana Munzarova', 'Kinsey Binzen', 'Mika Binzen']","['nm6655474', 'nm0615749', 'nm7890177', 'nm6347825']"
tt1464540,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer', 'Dianna Agron', 'Callan McAuliffe', 'Kevin Durand', 'Jake Abel', 'Jeff Hochendoner', 'Patrick Sebes', 'Greg Townley', 'Reuben Langdon', 'Emily Wickersham', 'Molly McGinnis', 'Brian Howe', 'Andy Owen']","['nm1641117', 'nm0648249', 'nm1954240', 'nm1872698', 'nm2786608', 'nm0243806', 'nm1831976', 'nm0387809', 'nm2102665', 'nm3215232', 'nm0486047', 'nm2278978', 'nm2315592', 'nm0397788', 'nm0654082']"
tt4172430,"['John Krasinski', 'James Badge Dale', 'Pablo Schreiber', 'David Denman', 'Dominic Fumusa', 'Max Martini', 'Alexia Barlier', 'David Costabile', 'Payman Maadi', 'Matt Letscher', 'Toby Stephens', 'Demetrius Grosse', 'David Giuntoli', 'Kevin Kent', 'David Furr']","['nm1024677', 'nm0197647', 'nm1032567', 'nm0219292', 'nm1047883', 'nm0242882', 'nm1715145', 'nm0182345', 'nm1818216', 'nm0504762', 'nm0827170', 'nm2009006', 'nm1365912', 'nm6591687', 'nm2412970']"
tt3532216,"['Tom Cruise', 'Domhnall Gleeson', 'Sarah Wright', 'Jesse Plemons', 'Caleb Landry Jones', 'Lola Kirke', 'Jayma Mays', 'Alejandro Edda', 'Benito Martinez', 'E. Roger Mitchell', 'Jed Rees', 'Fredy Yate', 'Mauricio Mejía', 'Robert Farrior', 'Morgan Hinkleman']","['nm0000129', 'nm1727304', 'nm0942792', 'nm0687146', 'nm2655177', 'nm3860305', 'nm1724323', 'nm2338470', 'nm0553468', 'nm0593301', 'nm0715915', 'nm7712997', 'nm2991465', 'nm0268454', 'nm4587398']"
