,0,1
tt1588173,"['Nicholas Hoult', 'Teresa Palmer', 'Analeigh Tipton', 'Rob Corddry', 'Dave Franco', 'John Malkovich', 'Cory Hardrict', 'Daniel Rindress-Kay', 'Vincent Leclerc', 'Clifford LeDuc-Vaillancourt', 'Billie Calmeau', 'Adam Driscoll', 'Chris Cavener', 'Jonathan Dubsky', 'Alec Bourgeois']","['nm0396558', 'nm1954240', 'nm3006818', 'nm1117791', 'nm2002649', 'nm0000518', 'nm0362484', 'nm1532833', 'nm1296188', 'nm5476023', 'nm1662361', 'nm5475841', 'nm3809782', 'nm2393063', 'nm5475816']"
tt1821658,"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl', 'Stephen Lang', 'Maya Rudolph', 'Jeff Dunham', 'Gabriel Iglesias', 'Sarah Gadon', 'James Rankin', 'Scott Yaphe', 'Joe Pingue', 'Annick Obonsawin', 'Julie Lemieux', 'Rob Tinkler']","['nm0004715', 'nm0000409', 'nm0000553', 'nm0001337', 'nm0002332', 'nm0748973', 'nm0242278', 'nm0407101', 'nm0300589', 'nm0710258', 'nm1064104', 'nm0684187', 'nm0643449', 'nm0501306', 'nm0863999']"
tt1535438,"['Meryl Streep', 'Tommy Lee Jones', 'Steve Carell', 'Jean Smart', 'Ben Rappaport', 'Marin Ireland', 'Patch Darragh', 'Brett Rice', 'Becky Ann Baker', 'Elisabeth Shue', 'Charles Techman', 'Danny Flaherty', 'Damian Young', 'Mimi Rogers', 'Ann Harada']","['nm0000658', 'nm0000169', 'nm0136797', 'nm0005443', 'nm2999419', 'nm1677477', 'nm1113773', 'nm0723365', 'nm0048250', 'nm0000223', 'nm0853688', 'nm2974069', 'nm0949433', 'nm0000211', 'nm0361715']"
tt1605783,"['Owen Wilson', 'Rachel McAdams', 'Kurt Fuller', 'Mimi Kennedy', 'Michael Sheen', 'Nina Arianda', 'Carla Bruni', 'Maurice Sonnenberg', 'Thierry Hancisse', 'Guillaume Gouix', 'Audrey Fleurot', 'Marie-Sohna Condé', 'Yves Heck', 'Alison Pill', 'Tom Hiddleston']","['nm0005562', 'nm1046097', 'nm0298281', 'nm0448252', 'nm0790688', 'nm3616206', 'nm0116257', 'nm0814400', 'nm0359331', 'nm0332267', 'nm1109153', 'nm0174302', 'nm1934325', 'nm0683467', 'nm1089991']"
tt4555426,"['Gary Oldman', 'Kristin Scott Thomas', 'Ben Mendelsohn', 'Lily James', 'Ronald Pickup', 'Stephen Dillane', 'Nicholas Jones', 'Samuel West', 'David Schofield', 'Richard Lumsden', 'Malcolm Storry', 'Hilton McRae', 'Benjamin Whitrow', 'Joe Armstrong', 'Adrian Rawlins']","['nm0000198', 'nm0000218', 'nm0578853', 'nm4141252', 'nm0681975', 'nm0226820', 'nm0428933', 'nm0922335', 'nm0774516', 'nm0525973', 'nm0832695', 'nm0574436', 'nm0926368', 'nm1006297', 'nm0712628']"
tt5619332,"['Melissa McCarthy', 'Matt Walsh', 'Molly Gordon', 'Ben Falcone', 'Jacki Weaver', 'Stephen Root', 'Maya Rudolph', 'Steve Falcone', 'Michael D. McCarthy', 'Chris Cavalier', 'Gillian Jacobs', 'Adria Arjona', 'Jessie Ennis', 'Flynn Falcone', 'Julie Coile']","['nm0565250', 'nm0909768', 'nm1094137', 'nm1229520', 'nm0915865', 'nm0740535', 'nm0748973', 'nm8577194', 'nm9919158', 'nm6649835', 'nm1843026', 'nm5245722', 'nm2080924', 'nm2127182', 'nm9847636']"
tt0892318,"['Amanda Seyfried', 'Marcia DeBonis', 'Gael García Bernal', 'Giordano Formenti', 'Paolo Arvedi', 'Dario Conti', 'Ivana Lotito', 'Luisa Ranieri', 'Marina Massironi', 'Lidia Biondi', 'Milena Vukotic', 'Luisa De Santis', 'Christopher Egan', 'Vanessa Redgrave', 'Remo Remotti']","['nm1086543', 'nm0213482', 'nm0305558', 'nm3880942', 'nm3881196', 'nm3881053', 'nm2586196', 'nm1110629', 'nm0557457', 'nm0083162', 'nm0904371', 'nm0211469', 'nm0250659', 'nm0000603', 'nm0719018']"
tt1798684,"['Jake Gyllenhaal', 'Rachel McAdams', 'Forest Whitaker', 'Oona Laurence', '50 Cent', 'Skylan Brooks', 'Naomie Harris', 'Victor Ortiz', 'Beau Knapp', 'Miguel Gomez', 'Dominic Colón', 'Jose Caraballo', 'Malcolm M. Mays', 'Aaron Quattrocchi', 'Lana Young']","['nm0350453', 'nm1046097', 'nm0001845', 'nm4802218', 'nm1265067', 'nm3004325', 'nm0365140', 'nm4244770', 'nm3354041', 'nm4205710', 'nm1501093', 'nm6771637', 'nm2043794', 'nm7468223', 'nm1506923']"
tt2406566,"['Charlize Theron', 'James McAvoy', 'Eddie Marsan', 'John Goodman', 'Toby Jones', 'James Faulkner', 'Roland Møller', 'Sofia Boutella', 'Bill Skarsgård', 'Sam Hargrave', 'Jóhannes Haukur Jóhannesson', 'Til Schweiger', 'Barbara Sukowa', 'Attila C. Arpa', 'Martin Angerbauer']","['nm0000234', 'nm0564215', 'nm0550371', 'nm0000422', 'nm0429363', 'nm0269077', 'nm3435612', 'nm1154749', 'nm0803889', 'nm1092087', 'nm1778512', 'nm0001709', 'nm0837784', 'nm0037074', 'nm2567625']"
tt3397884,"['Emily Blunt', 'Benicio Del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal', 'Daniel Kaluuya', 'Jeffrey Donovan', 'Raoul Max Trujillo', 'Julio Cesar Cedillo', 'Hank Rogerson', 'Bernardo Saracino', 'Maximiliano Hernández', 'Kevin Wiggins', 'Edgar Arreola', 'Kim Larrichio']","['nm1289434', 'nm0001125', 'nm0000982', 'nm0001255', 'nm1256532', 'nm2257207', 'nm0232998', 'nm0874232', 'nm0147814', 'nm0737276', 'nm3229268', 'nm0380073', 'nm0927794', 'nm1598758', 'nm2484906']"
tt1259528,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr."", '50 Cent', 'Meadow Williams', 'Maurice Compte', 'Brian Van Holt', 'Evan Jones', 'Mo McRae', 'Kaiwi Lyman', 'Dawn Olivieri', 'Eric Braeden', 'Jordan Bridges', 'Lewis Tan', 'Cooper Andrews']","['nm0124930', 'nm1032567', 'nm6578009', 'nm1265067', 'nm0816508', 'nm0173997', 'nm0887144', 'nm0428055', 'nm0594895', 'nm1839980', 'nm1685408', 'nm0000967', 'nm0108758', 'nm1167985', 'nm2415276']"
tt0383010,"['Sean Hayes', 'Will Sasso', 'Chris Diamantopoulos', 'Jane Lynch', 'Sofía Vergara', 'Jennifer Hudson', 'Craig Bierko', 'Stephen Collins', 'Larry David', 'Kirby Heyborne', 'Carly Craig', 'Kate Upton', 'Marianne Leone', 'Brian Doyle-Murray', ""Mike 'The Situation' Sorrentino""]","['nm0005003', 'nm0766005', 'nm0224565', 'nm0528331', 'nm0005527', 'nm1617685', 'nm0081572', 'nm0004834', 'nm0202970', 'nm1109458', 'nm2092503', 'nm4478322', 'nm0502906', 'nm0236519', 'nm3725626']"
tt2911666,"['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe', 'Dean Winters', 'Adrianne Palicki', 'Omer Barnea', 'Toby Leonard Moore', 'Daniel Bernhardt', 'Bridget Moynahan', 'John Leguizamo', 'Ian McShane', 'Bridget Regan', 'Lance Reddick', 'Keith Jardine']","['nm0000206', 'nm0638824', 'nm0654295', 'nm0000353', 'nm0935921', 'nm1597316', 'nm0055455', 'nm2584861', 'nm0076780', 'nm0005256', 'nm0000491', 'nm0574534', 'nm2125623', 'nm0714698', 'nm2077124']"
tt1655441,"['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker', 'Amanda Crew', 'Lynda Boyd', 'Hugh Ross', 'Richard Harmon', 'Fulvio Cecere', 'Anjali Jay', 'Hiro Kanagawa', 'Peter J. Gray', 'Izabel Pearce', 'Cate Richardson']","['nm0515116', 'nm0401264', 'nm0000148', 'nm0000995', 'nm0000834', 'nm1468739', 'nm0007155', 'nm0743463', 'nm2113653', 'nm0147661', 'nm1420538', 'nm0437032', 'nm4232975', 'nm6421155', 'nm6384342']"
tt1193631,"['Rick Malambri', 'Adam Sevani', 'Sharni Vinson', 'Alyson Stoner', 'Keith Stallworth', 'Kendra Andrews', 'Stephen Boss', 'Martín Lombard', 'Facundo Lombard', 'Oren Michaeli', 'Joe Slaughter', ""Daniel 'Cloud' Campos"", 'Aja George', ""Straphanio 'Shonnie' Solomon"", 'Terence Dickson']","['nm2463696', 'nm1782560', 'nm1801800', 'nm1351987', 'nm2779722', 'nm1798955', 'nm1361042', 'nm2091462', 'nm2091143', 'nm2491667', 'nm3534501', 'nm2062817', 'nm4005190', 'nm4005217', 'nm4005223']"
tt1259521,"['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison', 'Fran Kranz', 'Jesse Williams', 'Richard Jenkins', 'Bradley Whitford', 'Brian White', 'Amy Acker', 'Tim DeZarn', 'Tom Lenk', 'Dan Payne', 'Jodelle Ferland', 'Dan Shea', 'Maya Massar']","['nm1393354', 'nm1165110', 'nm0404307', 'nm0469823', 'nm0930898', 'nm0420955', 'nm0925966', 'nm0924552', 'nm0009918', 'nm0212498', 'nm0501937', 'nm1026161', 'nm0272706', 'nm0790264', 'nm1185639']"
tt2404311,"['Robert De Niro', 'Michelle Pfeiffer', 'Dianna Agron', ""John D'Leo"", 'Tommy Lee Jones', 'Jimmy Palumbo', 'Domenick Lombardozzi', 'Stan Carp', 'Vincent Pastore', 'Jon Freda', 'Michael J. Panichelli Jr.', 'Paul Borghese', 'Anthony Desio', 'Ted Arcidi', 'David Belle']","['nm0000134', 'nm0000201', 'nm1872698', 'nm2649720', 'nm0000169', 'nm0658861', 'nm0518511', 'nm0139255', 'nm0665114', 'nm0292719', 'nm1294163', 'nm0096637', 'nm1443325', 'nm0033827', 'nm1042642']"
tt6802308,"['Ray Corasani', 'Alek Skarlatos', 'Anthony Sadler', 'Spencer Stone', 'Judy Greer', 'Jenna Fischer', 'Irene White', 'William Jennings', 'Bryce Gheisar', 'Stephen Matthew Smith', 'P.J. Byrne', 'Paul-Mikél Williams', 'Thomas Lennon', 'Tony Hale', 'Grant Weaver']","['nm2040230', 'nm7556035', 'nm7582805', 'nm7052140', 'nm0339460', 'nm0278979', 'nm0924884', 'nm9125824', 'nm7291339', 'nm8227651', 'nm0126260', 'nm7462382', 'nm0502073', 'nm0355024', 'nm7552473']"
tt1583420,"['Tom Hanks', 'Sarah Mahoney', 'Roxana Ortega', 'Randall Park', 'Brady Rubin', 'Alex Quijano', 'Tina Huang', 'E-Kan Soong', 'Tarina Pouncy', 'Sy Richardson', 'Julie Wagner', 'Rob Riggle', 'Erin Underwood', 'Dale Dye', 'Barry Sobel']","['nm0000158', 'nm2089529', 'nm0650945', 'nm1320827', 'nm0832836', 'nm1752212', 'nm2641271', 'nm2908671', 'nm1403237', 'nm0724784', 'nm0905962', 'nm1443527', 'nm0880999', 'nm0245653', 'nm0811746']"
tt0074285,"['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'William Katt', 'John Travolta', 'Nancy Allen', 'Betty Buckley', 'P.J. Soles', 'Priscilla Pointer', 'Sydney Lassick', 'Stefan Gierasch', 'Michael Talbott', 'Doug Cox', 'Harry Gold', 'Noelle North']","['nm0000651', 'nm0001453', 'nm0001388', 'nm0001411', 'nm0000237', 'nm0000262', 'nm0000990', 'nm0001753', 'nm0688467', 'nm0489861', 'nm0317369', 'nm0847999', 'nm0185003', 'nm0324985', 'nm0636044']"
tt1137450,"['Bruce Willis', ""Vincent D'Onofrio"", 'Elisabeth Shue', 'Camila Morrone', 'Dean Norris', 'Beau Knapp', 'Kimberly Elise', 'Len Cariou', 'Jack Kesy', 'Ronnie Gene Blevins', 'Kirby Bliss Blanton', 'Andreas Apergis', 'Ian Matthews', 'Wendy Crewson', 'Warona Setshwaelo']","['nm0000246', 'nm0000352', 'nm0000223', 'nm6714979', 'nm0606487', 'nm3354041', 'nm0253708', 'nm0137230', 'nm4477836', 'nm1237235', 'nm1926300', 'nm0032001', 'nm0560045', 'nm0187724', 'nm2630735']"
tt0758752,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Josh Gad', 'Gabriel Macht', 'Judy Greer', 'George Segal', 'Jill Clayburgh', 'Kate Jennings Grant', 'Katheryn Winnick', 'Kimberly Scott', 'Peter Friedman', 'Nikki Deloach', 'Natalie Gold']","['nm0350453', 'nm0004266', 'nm0001624', 'nm0000279', 'nm1265802', 'nm0532683', 'nm0339460', 'nm0001719', 'nm0001049', 'nm0335494', 'nm0935395', 'nm0779451', 'nm0295334', 'nm0217645', 'nm1932619']"
tt2053463,"['Rooney Mara', 'Carmen Pelaez', 'Marin Ireland', 'Channing Tatum', 'Polly Draper', 'Ann Dowd', 'Haraldo Alvarez', 'Jude Law', 'James Martinez', 'Vladimir Versailles', 'Jacqueline Antaramian', 'Michelle Vergara Moore', 'Catherine Zeta-Jones', 'Katie Lowes', 'David Costabile']","['nm1913734', 'nm1439162', 'nm1677477', 'nm1475594', 'nm0237164', 'nm0235652', 'nm5486184', 'nm0000179', 'nm1353808', 'nm2479938', 'nm0030751', 'nm3605847', 'nm0001876', 'nm1705090', 'nm0182345']"
tt2377322,"['Eric Bana', 'Edgar Ramírez', 'Olivia Munn', 'Chris Coy', 'Dorian Missick', 'Sean Harris', 'Joel McHale', 'Mike Houston', 'Lulu Wilson', 'Olivia Horton', 'Scott Johnsen', 'Daniel Sauli', 'Antoinette LaVecchia', 'Aidan Gemme', 'Jenna Gavigan']","['nm0051509', 'nm1183149', 'nm1601397', 'nm2421211', 'nm0592923', 'nm0365317', 'nm0570364', 'nm2005766', 'nm5157662', 'nm0395659', 'nm1478409', 'nm0784815', 'nm0491815', 'nm4861965', 'nm1539179']"
tt2473602,"['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd', 'Viola Davis', 'Lennie James', 'Fred Melamed', 'Craig Robinson', 'Jill Scott', 'Octavia Spencer', 'Josh Hopkins', 'Brandon Mychal Smith', 'Tika Sumpter', 'Aunjanue Ellis', 'Tariq Trotter', 'Aloe Blacc']","['nm1569276', 'nm1734700', 'nm0000101', 'nm0205626', 'nm0416694', 'nm0577329', 'nm0732497', 'nm0779325', 'nm0818055', 'nm0005020', 'nm0807506', 'nm1754366', 'nm0254712', 'nm0873699', 'nm3945456']"
tt4209788,"['Jessica Chastain', 'Idris Elba', 'Kevin Costner', 'Michael Cera', 'Jeremy Strong', ""Chris O'Dowd"", 'J.C. MacKenzie', ""Brian d'Arcy James"", 'Bill Camp', 'Graham Greene', 'Justin Kirk', 'Angela Gots', 'Natalie Krill', 'Stephanie Herfield', 'Madison McKinley']","['nm1567113', 'nm0252961', 'nm0000126', 'nm0148418', 'nm0834989', 'nm1483369', 'nm0533323', 'nm0195421', 'nm0131966', 'nm0001295', 'nm0005095', 'nm0331854', 'nm2087783', 'nm9435663', 'nm2788974']"
tt1195478,"['Jason Segel', 'Emily Blunt', 'Chris Pratt', 'Alison Brie', 'Lauren Weedman', 'Mimi Kennedy', 'David Paymer', 'Jacki Weaver', 'Jim Piddock', 'Adam Campbell', 'Eric Scott Cooper', 'Dakota Johnson', 'Jane Carr', 'Clement von Franckenstein', 'Michael Ensign']","['nm0781981', 'nm1289434', 'nm0695435', 'nm1555340', 'nm1017348', 'nm0448252', 'nm0001601', 'nm0915865', 'nm0682063', 'nm0968405', 'nm2635230', 'nm0424848', 'nm0139732', 'nm0820527', 'nm0258117']"
tt4537896,"['Matthew McConaughey', 'Richie Merritt', 'Bel Powley', 'Jennifer Jason Leigh', 'Brian Tyree Henry', 'Rory Cochrane', 'RJ Cyler', 'Jonathan Majors', 'Eddie Marsan', 'Taylour Paige', 'Bruce Dern', 'Piper Laurie', 'Raekwon Haynes', 'Ishmael Ali', 'James Howard']","['nm0000190', 'nm8822933', 'nm2525790', 'nm0000492', 'nm3109964', 'nm0168262', 'nm5518972', 'nm3718007', 'nm0550371', 'nm3666749', 'nm0001136', 'nm0001453', 'nm7660174', 'nm8650624', 'nm1546326']"
tt0881320,"['Richard Roxburgh', 'Ioan Gruffudd', 'Rhys Wakefield', 'Alice Parkinson', 'Dan Wyllie', 'Christopher James Baker', 'Nicole Downs', 'Allison Cratchley', 'Cramer Cain', 'Andrew Hansen', 'John Garvin', 'Sean Dennehy', 'Nea Diap']","['nm0746896', 'nm0344435', 'nm1973422', 'nm2436145', 'nm0943814', 'nm0048336', 'nm1248109', 'nm0186563', 'nm0128889', 'nm1313112', 'nm2510763', 'nm2466706', 'nm4268485']"
tt2261287,"['Elle Fanning', 'Dane DeHaan', 'Carly Rae Jepsen', 'Maddie Ziegler', 'Terrence Scammell', 'Tamir Kapelian', 'Julie Khaner', 'Joe Sheridan', 'Elana Dunkelman', 'Shoshana Sperling', 'Jamie Watson', 'Bronwen Mantel', 'Mel Brooks', 'Ricardo El Mandril Sanchez', 'Kate McKinnon']","['nm1102577', 'nm2851530', 'nm4946551', 'nm4675650', 'nm0768885', 'nm3518939', 'nm0451364', 'nm0792189', 'nm2412872', 'nm1130644', 'nm1042226', 'nm0544053', 'nm0000316', 'nm5581105', 'nm0571952']"
tt1458175,"['Russell Crowe', 'Elizabeth Banks', 'Michael Buie', 'Moran Atias', 'Remy Nozik', 'Toby Green', 'Tyler Green', 'Jason Beghe', 'Aisha Hinds', 'Ty Simpkins', 'Veronica Brown', 'Olivia Wilde', 'Leslie Merrill', 'Alissa Sullivan Haggis', 'Daniel Stern']","['nm0000128', 'nm0006969', 'nm0119633', 'nm1785054', 'nm3567948', 'nm3817684', 'nm3818132', 'nm0000892', 'nm1490300', 'nm1339223', 'nm0114855', 'nm1312575', 'nm2739100', 'nm2410124', 'nm0827663']"
tt6421110,"['Taraji P. Henson', 'Billy Brown', ""Jahi Di'Allo Winston"", 'Neal McDonough', 'Margaret Avery', 'Xander Berkeley', 'Rade Serbedzija', 'Erik LaRay Harvey', 'Danny Glover', 'Adobuere Ebiama', 'Owen Burke', 'Bo Cleary', 'Therese Plaehn', 'James Milord', 'Alex Portenko']","['nm0378245', 'nm0113117', 'nm8091769', 'nm0568180', 'nm0001923', 'nm0075359', 'nm0784884', 'nm0367510', 'nm0000418', 'nm4668833', 'nm4024978', 'nm0165825', 'nm2305730', 'nm2336429', 'nm8062690']"
tt2364841,"['Justin Timberlake', 'Ben Affleck', 'Gemma Arterton', 'Anthony Mackie', 'Michael Esper', 'Oliver Cooper', 'Christian George', 'Yul Vazquez', 'John Heard', 'James Molina', 'Louis Lombardi', 'Vincent Laresca', 'Bernie O. Ramos Robledo', 'Sam Palladio', 'David Costabile']","['nm0005493', 'nm0000255', 'nm2605345', 'nm1107001', 'nm1092022', 'nm3967796', 'nm1382202', 'nm0891485', 'nm0001334', 'nm1638200', 'nm0518385', 'nm0488095', 'nm5971303', 'nm4112253', 'nm0182345']"
tt4849438,"['Prabhas', 'Rana Daggubati', 'Anushka Shetty', 'Sathyaraj', 'Ramya Krishnan', 'Tamannaah Bhatia', 'Nassar', 'Subbaraju', 'Meka Rama Krishna', 'Tanikella Bharani', 'Sharad Kelkar', 'Abhinaya Krishna', 'Aashish Maske', 'Ramakrishna Meka', 'Prabhakar']","['nm1659141', 'nm2281292', 'nm2011932', 'nm0766470', 'nm0471447', 'nm1961459', 'nm0621937', 'nm1759615', 'nm5639197', 'nm0080238', 'nm2821544', 'nm11304297', 'nm9056656', 'nm6303649', 'nm7319988']"
tt0089175,"['Chris Sarandon', 'William Ragsdale', 'Amanda Bearse', 'Roddy McDowall', 'Stephen Geoffreys', 'Jonathan Stark', 'Dorothy Fielding', 'Art Evans', 'Stewart Stern', 'Nick Savage', 'Ernie Holmes', 'Heidi Sorenson', 'Irina Irvine', 'Bob Corff', 'Pamela Brown']","['nm0001697', 'nm0706619', 'nm0000294', 'nm0001522', 'nm0313267', 'nm0823206', 'nm0276127', 'nm0262543', 'nm0827856', 'nm0767352', 'nm0391823', 'nm0814888', 'nm0410184', 'nm0179823', 'nm0114387']"
tt5109784,"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer', 'Brian Gleeson', 'Domhnall Gleeson', 'Jovan Adepo', 'Amanda Chiu', 'Patricia Summersett', 'Eric Davis', 'Raphael Grosz-Harvey', 'Emily Hampshire', 'Abraham Aronofsky', 'Luis Oliva', 'Stephanie Ng Wan']","['nm2225369', 'nm0000849', 'nm0000438', 'nm0000201', 'nm2244852', 'nm1727304', 'nm5381254', 'nm8633073', 'nm5294158', 'nm0204576', 'nm4152992', 'nm0358922', 'nm0036920', 'nm0646523', 'nm6922642']"
tt2080374,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Jeff Daniels', 'Michael Stuhlbarg', 'Katherine Waterston', 'Perla Haney-Jardine', 'Ripley Sobo', 'Makenzie Moss', 'Sarah Snook', 'John Ortiz', 'Adam Shapiro', 'John Steen', 'Stan Roth', 'Mihran Slougian']","['nm1055413', 'nm0000701', 'nm0736622', 'nm0001099', 'nm0836121', 'nm2239702', 'nm1549503', 'nm4680144', 'nm4825590', 'nm3512758', 'nm0651159', 'nm1995781', 'nm1732233', 'nm0745027', 'nm2581029']"
tt1017460,"['Adrien Brody', 'Sarah Polley', 'Delphine Chanéac', 'Brandon McGibbon', 'Simona Maicanescu', 'David Hewlett', 'Abigail Chu']","['nm0004778', 'nm0001631', 'nm0152035', 'nm1682412', 'nm0537370', 'nm0382110', 'nm3045695']"
tt1549920,"['Arron Shiver', 'Arnold Schwarzenegger', 'Titos Menchaca', 'Richard Dillard', 'Doug Jackson', 'Mathew Greer', 'Peter Stormare', 'Chris Browning', 'Christiana Leucas', 'Johnny Knoxville', 'Zach Gilford', 'Luis Guzmán', 'Rio Alexander', 'James Burnett', 'David Midthunder']","['nm1377287', 'nm0000216', 'nm1046137', 'nm0226844', 'nm0413464', 'nm0339472', 'nm0001780', 'nm0115152', 'nm3055831', 'nm0424216', 'nm1472917', 'nm0350079', 'nm1503313', 'nm3265070', 'nm0585651']"
tt2101341,"['Colin Farrell', 'Noomi Rapace', 'Terrence Howard', 'Dominic Cooper', 'Isabelle Huppert', 'Luis Da Silva Jr.', 'Stu Bennett', 'Franky G', 'Declan Mulvey', 'John Cenatiempo', 'Roy James Wilson', 'Myles Humphus', 'Stephen Hill', 'Aaron Vexler', 'James Biberi']","['nm0268199', 'nm0636426', 'nm0005024', 'nm1002641', 'nm0001376', 'nm1534888', 'nm3808325', 'nm1065281', 'nm1386500', 'nm0127362', 'nm3014982', 'nm5151832', 'nm2309273', 'nm1652095', 'nm0080866']"
tt0844993,"['Hayden Panettiere', 'Glenn Close', 'Patrick Warburton', 'Joan Cusack', 'David Ogden Stiers', 'Bill Hader', 'Amy Poehler', 'Cory Edwards', 'Martin Short', 'Brad Garrett', 'Andy Dick', 'David Alan Grier', 'Cheech Marin', 'Tommy Chong', 'Phil LaMarr']","['nm0659363', 'nm0000335', 'nm0911320', 'nm0000349', 'nm0001773', 'nm0352778', 'nm0688132', 'nm0249897', 'nm0001737', 'nm0004951', 'nm0004873', 'nm0004979', 'nm0001507', 'nm0001045', 'nm0482851']"
tt1212428,"['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller', 'Tom Holland', 'Edward Ashley', 'Angus Macfadyen', 'Ian McDiarmid', 'Clive Francis', 'Pedro Coello', 'Matthew Sunderland', 'Johann Myers', 'Aleksandar Jovanovic', 'Elena Solovey', 'Bobby Smalldridge', 'Tom Mulheron']","['nm0402271', 'nm1500155', 'nm1092227', 'nm4043618', 'nm5361352', 'nm0005171', 'nm0001519', 'nm0290117', 'nm8880199', 'nm0839146', 'nm0616750', 'nm0431235', 'nm0813503', 'nm3913549', 'nm7555194']"
tt3922818,"['Gary Oldman', 'Janet Montgomery', 'Trey Tucker', 'Scott Takeda', ""Adande 'Swoozie' Thorne"", 'Sarah Minnich', 'Ryan Jason Cook', 'BD Wong', 'Lauren Chavez-Myers', 'Morse Bicknell', 'Beth Bailey', 'Asa Butterfield', 'Peter Chelsom', 'Carla Gugino', 'William Sterchi']","['nm0000198', 'nm2857778', 'nm5904649', 'nm1956106', 'nm2889197', 'nm2075924', 'nm3479972', 'nm0000703', 'nm0616774', 'nm2813734', 'nm1544010', 'nm2633535', 'nm0155093', 'nm0001303', 'nm0827429']"
tt1423894,"['Paul Giamatti', 'Macha Grenon', 'Paul Gross', 'Atom Egoyan', 'Mark Camacho', 'David Pryde', 'Paula Jean Hixson', 'Mark Addy', 'Scott Speedman', 'Marica Pellegrinelli', 'Thomas Trabacchi', 'Clé Bennett', 'Rachelle Lefevre', 'Domenico Minutoli', 'Massimo Wertmüller']","['nm0316079', 'nm0340284', 'nm0343472', 'nm0000382', 'nm0131117', 'nm1981371', 'nm0387030', 'nm0004692', 'nm0005454', 'nm2646295', 'nm0870384', 'nm0071680', 'nm0498956', 'nm0591818', 'nm0921632']"
tt6017942,"['Myles Truitt', 'Jack Reynor', 'Dennis Quaid', 'Zoë Kravitz', 'James Franco', 'Carrie Coon', 'Ian Matthews', 'Gavin Fox', 'Stephane Garneau-Monten', 'Lukas Penar', 'Carleigh Beverly', 'Lily Gao', 'Michael B. Jordan', 'Milton Barnes', 'Michael Grisley']","['nm8077090', 'nm2930503', 'nm0000598', 'nm2368789', 'nm0290556', 'nm4689420', 'nm0560045', 'nm1571018', 'nm2999479', 'nm2224980', 'nm3394636', 'nm5182450', 'nm0430107', 'nm0055712', 'nm10082498']"
tt3881784,"['Jake Gyllenhaal', 'Tatiana Maslany', 'Miranda Richardson', 'Richard Lane Jr.', 'Nate Richman', 'Lenny Clarke', ""Patty O'Neil"", 'Clancy Brown', 'Kate Fitzgerald', 'Danny McCarthy', 'Frankie Shaw', 'Carlos Sanz', 'Michelle Forziati', 'Sean McGuirk', 'Karen Scalia']","['nm0350453', 'nm1137209', 'nm0001669', 'nm2887642', 'nm7865920', 'nm0164873', 'nm8128890', 'nm0000317', 'nm7301667', 'nm1180243', 'nm1951390', 'nm0764430', 'nm9084476', 'nm0570316', 'nm2373485']"
tt4463894,"['Samuel L. Jackson', 'Jessie T. Usher', 'Richard Roundtree', 'Regina Hall', 'Alexandra Shipp', 'Matt Lauria', 'Titus Welliver', 'Method Man', 'Isaach De Bankolé', 'Avan Jogia', 'Luna Lauren Velez', 'Robbie Jones', 'Aaron Dominguez', 'Ian Casselberry', 'Almeera Jiwa']","['nm0000168', 'nm1900772', 'nm0745780', 'nm0356021', 'nm3381295', 'nm2809645', 'nm0920038', 'nm0541218', 'nm0207218', 'nm2240326', 'nm0904967', 'nm0429129', 'nm6734881', 'nm3182681', 'nm2325288']"
tt1586752,"['Gerard Butler', 'Michelle Monaghan', 'Kathy Baker', 'Michael Shannon', 'Ryann Campos', 'Madeline Carroll', 'Souleymane Sy Savane', 'Grant R. Krause', 'Reavis Graham', 'Peter Carey', 'Barbara Coven', 'Misty Mills', 'Nicole Dupre Sobchack', 'Sidi Henderson', 'Mike Litaker']","['nm0124930', 'nm1157358', 'nm0000834', 'nm0788335', 'nm3995491', 'nm1630992', 'nm2766807', 'nm2205689', 'nm0334258', 'nm0137021', 'nm2155706', 'nm3106099', 'nm3657152', 'nm2269306', 'nm4251990']"
