,0,1,2,3,4,5,6
tt0379786,['Joss Whedon'],nm0923736,['Joss Whedon'],['nm0923736'],"['Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor']","['nm0277213', 'nm0868659', 'nm0252230']",74
tt1226837,['Felix van Groeningen'],nm0886976,"['Luke Davies (screenplay by)', 'Felix van Groeningen (screenplay by)']","['nm1729294', 'nm0886976', 'edits#writers']","['Steve Carell', 'Maura Tierney', 'Jack Dylan Grazer']","['nm0136797', 'nm0005491', 'nm6244013']",62
tt5968394,['Rupert Wyatt'],nm1012501,"['Erica Beeney', 'Rupert Wyatt']","['nm0066464', 'nm1012501']","['John Goodman', 'Ashton Sanders', 'Jonathan Majors']","['nm0000422', 'nm5480894', 'nm3718007']",54
tt5314190,['Richard Lanni'],nm4175844,"['Richard Lanni', 'Mike Stokey']","['nm4175844', 'nm0831408']","['Logan Lerman', 'Helena Bonham Carter', 'Gérard Depardieu']","['nm0503567', 'nm0000307', 'nm0000367']",58
tt0082118,['Tony Maylam'],nm0562699,"['Harvey Weinstein (original story)', 'Tony Maylam (original story)']","['nm0005544', 'nm0562699', 'edits#writers']","['Brian Matthews', 'Leah Ayres', 'Brian Backer']","['nm0559950', 'nm0043994', 'nm0045637']",42
tt0491203,['Justin Chadwick'],nm0149491,"['Deborah Moggach (screenplay by)', 'Tom Stoppard (screenplay by)']","['nm0595738', 'nm0001779', 'edits#writers']","['Alicia Vikander', 'Dane DeHaan', ""Jack O'Connell""]","['nm2539953', 'nm2851530', 'nm1925239']",38
tt2140037,"[""Gavin O'Connor""]",nm0640334,"['Brian Duffield (screenplay)', 'Anthony Tambakis (screenplay)']","['nm3929259', 'nm3294574', 'edits#writers']","['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor']","['nm0000204', 'nm0249291', 'nm0000191']",49
tt0337692,['Walter Salles'],nm0758574,"['Jack Kerouac (based on the novel by)', 'Jose Rivera (screenplay by)']","['nm0449616', 'nm1433580']","['Sam Riley', 'Garrett Hedlund', 'Kristen Stewart']","['nm0727165', 'nm1330560', 'nm0829576']",56
tt1125929,['Taylor Hackford'],nm0000431,['Mark Jacobson'],['nm0414893'],"['Helen Mirren', 'Joe Pesci', 'Sergio Peris-Mencheta']","['nm0000545', 'nm0000582', 'nm0673824']",37
tt2952602,['Teddy Chan'],nm0151125,"['Teddy Chan (original story)', 'Ho-Leung Lau (original story)']","['nm0151125', 'nm1210118', 'edits#writers']","['Donnie Yen', 'Baoqiang Wang', 'Charlie Yeung']","['nm0947447', 'nm1316170', 'nm0947777']",66
tt0094947,['Stephen Frears'],nm0001241,"['Christopher Hampton (play)', 'Choderlos de Laclos (novel)']","['nm0358960', 'nm0480166', 'edits#writers']","['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer']","['nm0000335', 'nm0000518', 'nm0000201']",74
tt2239832,['Tim Story'],nm1103162,"['Keith Merryman (screenplay)', 'David A. Newman (screenplay)']","['nm2226647', 'nm2226970', 'edits#writers']","['Kevin Hart', 'Gabrielle Union', 'Wendi McLendon-Covey']","['nm0366389', 'nm0005517', 'nm1018488']",38
tt2671706,['Denzel Washington'],nm0000243,"['August Wilson (screenplay by)', 'August Wilson (based upon his play ""Fences"")']","['nm0933025', 'nm0933025']","['Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson']","['nm0000243', 'nm0205626', 'nm0376610']",79
tt0087277,['Herbert Ross'],nm0006889,['Dean Pitchford'],['nm0685673'],"['Kevin Bacon', 'Lori Singer', 'John Lithgow']","['nm0000102', 'nm0001742', 'nm0001475']",42
tt2568862,['Zach Braff'],nm0103785,"['Theodore Melfi (screenplay by)', 'Edward Cannon (based on the story by)']","['nm0577647', 'nm0134191']","['Michael Caine', 'Alan Arkin', 'Ann-Margret']","['nm0000323', 'nm0000273', 'nm0000268']",50
tt0464154,['Alexandre Aja'],nm0014960,"['Pete Goldfinger (as Peter Goldfinger)', 'Josh Stolberg']","['nm1539257', 'nm0831457']","['Elisabeth Shue', ""Jerry O'Connell"", 'Richard Dreyfuss']","['nm0000223', 'nm0005278', 'nm0000377']",53
tt1433108,['George Tillman Jr.'],nm0863387,"['Tony Gayton', 'Joe Gayton']","['nm0311024', 'nm0311020']","['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace']","['nm0425005', 'nm0000671', 'nm1192254']",44
tt1742650,['Douglas McGrath (as Doug McGrath)'],nm0569790,"['Aline Brosh McKenna (screenplay)', 'Allison Pearson (novel)']","['nm0112459', 'nm1308026']","['Sarah Jessica Parker', 'Pierce Brosnan', 'Kelsey Grammer']","['nm0000572', 'nm0000112', 'nm0001288']",38
tt1833673,['Vijay Krishna Acharya'],nm1715502,"['Vijay Krishna Acharya (story)', 'Aditya Chopra (story)']","['nm1715502', 'nm0159147', 'edits#writers']","['Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan']","['nm0451148', 'nm1229940', 'nm0045393']",61
tt6966692,['Peter Farrelly'],nm0268380,"['Nick Vallelonga', 'Brian Hayes Currie (as Brian Currie)']","['nm0885014', 'nm0192942', 'edits#writers']","['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']","['nm0001557', 'nm0991810', 'nm0004802']",69
tt0884732,['Jeremy Garelick'],nm1275670,"['Jeremy Garelick', 'Jay Lavender']","['nm1275670', 'nm1191891']","['Kevin Hart', 'Josh Gad', 'Kaley Cuoco']","['nm0366389', 'nm1265802', 'nm0192505']",35
tt1124035,['George Clooney'],nm0000123,"['George Clooney (screenplay)', 'Grant Heslov (screenplay)']","['nm0000123', 'nm0381416', 'edits#writers']","['Paul Giamatti', 'George Clooney', 'Philip Seymour Hoffman']","['nm0316079', 'nm0000123', 'nm0000450']",67
tt5580266,['George Tillman Jr.'],nm0863387,"['Audrey Wells (screenplay by)', 'Angie Thomas (based upon the novel by)']","['nm0920108', 'nm8021571']","['Amandla Stenberg', 'Regina Hall', 'Russell Hornsby']","['nm3964350', 'nm0356021', 'nm0395203']",81
tt1798709,['Spike Jonze'],nm0005069,['Spike Jonze'],['nm0005069'],"['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson']","['nm0001618', 'nm0010736', 'nm0424060']",90
tt1568921,['Hiromasa Yonebayashi'],nm0948488,"['Mary Norton (novel)', 'Hayao Miyazaki (screenplay)']","['nm0636260', 'nm0594503', 'edits#writers']","['Bridgit Mendler', 'Amy Poehler', 'Will Arnett']","['nm1847099', 'nm0688132', 'nm0004715']",80
tt1506999,['Steven Soderbergh'],nm0001752,['Lem Dobbs'],['nm0229644'],"['Gina Carano', 'Ewan McGregor', 'Michael Fassbender']","['nm2442289', 'nm0000191', 'nm1055413']",67
tt1893256,['Steven Knight'],nm1140275,['Steven Knight'],['nm1140275'],"['Jason Statham', 'Agata Buzek', 'Vicky McClure']","['nm0005458', 'nm0125588', 'nm0566049']",43
tt4550098,['Tom Ford'],nm1053530,"['Tom Ford (screenplay by)', 'Austin Wright (novel)']","['nm1053530', 'nm7216022']","['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon']","['nm0010736', 'nm0350453', 'nm0788335']",67
tt3007512,['Russell Crowe'],nm0000128,"['Andrew Knight', 'Andrew Anastasios']","['nm0460795', 'nm4854061']","['Russell Crowe', 'Olga Kurylenko', 'Jai Courtney']","['nm0000128', 'nm1385871', 'nm2541974']",50
tt3210686,['Christopher Spencer'],nm0817895,"['Richard Bedser', 'Christopher Spencer']","['nm2589005', 'nm0817895', 'edits#writers']","['Diogo Morgado', 'Amber Rose Revah', 'Greg Hicks']","['nm0604430', 'nm2362244', 'nm0382854']",37
tt2980648,['Lasse Hallström'],nm0002120,"['Steven Knight (screenplay by)', 'Richard C. Morais (novel)']","['nm1140275', 'nm5728000']","['Helen Mirren', 'Om Puri', 'Manish Dayal']","['nm0000545', 'nm0700875', 'nm2110485']",55
tt2023453,['David Bowers'],nm0101047,"['Maya Forbes (screenplay by)', 'Wallace Wolodarsky (screenplay by)']","['nm0285379', 'nm0938645', 'edits#writers']","['Zachary Gordon', 'Robert Capron', 'Devon Bostick']","['nm2325393', 'nm2953573', 'nm1256602']",54
tt2387559,['Ken Scott'],nm0779433,"['Ken Scott (written for the screen by)', 'Ken Scott (original screenplay ""Starbuck"")']","['nm0779433', 'nm0779433', 'edits#writers']","['Vince Vaughn', 'Chris Pratt', 'Cobie Smulders']","['nm0000681', 'nm0695435', 'nm1130627']",44
tt0475290,"['Ethan Coen', 'Joel Coen']",nm0001053,"['Joel Coen', 'Ethan Coen']","['nm0001054', 'nm0001053']","['Josh Brolin', 'George Clooney', 'Alden Ehrenreich']","['nm0000982', 'nm0000123', 'nm2403277']",72
tt6003368,['David Bowers'],nm0101047,"['Jeff Kinney (screenplay by)', 'David Bowers (screenplay by)']","['nm2732149', 'nm0101047', 'edits#writers']","['Jason Drucker', 'Alicia Silverstone', 'Tom Everett Scott']","['nm6099602', 'nm0000224', 'nm0779866']",39
tt2312718,['Gary Fleder'],nm0001219,"['Sylvester Stallone (screenplay by)', 'Chuck Logan (based on the novel by)']","['nm0000230', 'nm5335939']","['Jason Statham', 'James Franco', 'Winona Ryder']","['nm0005458', 'nm0290556', 'nm0000213']",40
tt2938956,['Camille Delamarre'],nm0216214,"['Adam Cooper', 'Bill Collage']","['nm0177836', 'nm0171651', 'edits#writers']","['Ed Skrein', 'Loan Chabanol', 'Ray Stevenson']","['nm4534098', 'nm5307742', 'nm0829032']",32
tt6000478,['Dan Gilroy'],nm0319659,['Dan Gilroy'],['nm0319659'],"['Denzel Washington', 'Colin Farrell', 'Carmen Ejogo']","['nm0000243', 'nm0268199', 'nm0252238']",58
tt1206543,['Scott Cooper'],nm0178376,"['Brad Ingelsby', 'Scott Cooper']","['nm2145487', 'nm0178376']","['Christian Bale', 'Casey Affleck', 'Zoe Saldana']","['nm0000288', 'nm0000729', 'nm0757855']",63
tt5721088,['Ron Shelton'],nm0005421,['Ron Shelton'],['nm0005421'],"['Morgan Freeman', 'Tommy Lee Jones', 'Rene Russo']","['nm0000151', 'nm0000169', 'nm0000623']",21
tt1726592,['Rowan Joffe'],nm0423626,"['Rowan Joffe', 'S.J. Watson (based on the novel by)']","['nm0423626', 'nm4081356']","['Nicole Kidman', 'Colin Firth', 'Mark Strong']","['nm0000173', 'nm0000147', 'nm0835016']",41
tt1859650,['Woody Allen'],nm0000095,['Woody Allen'],['nm0000095'],"['Woody Allen', 'Penélope Cruz', 'Jesse Eisenberg']","['nm0000095', 'nm0004851', 'nm0251986']",54
tt1045658,['David O. Russell'],nm0751102,"['David O. Russell (screenplay)', 'Matthew Quick (novel)']","['nm0751102', 'nm2683048']","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']","['nm0177896', 'nm2225369', 'nm0000134']",81
tt2531344,['Kay Cannon'],nm0134224,"['Brian Kehoe', 'Jim Kehoe']","['nm1383738', 'nm1383078']","['Leslie Mann', 'John Cena', 'Ike Barinholtz']","['nm0005182', 'nm1078479', 'nm0054697']",69
tt0837563,"['Kevin Kölsch', 'Dennis Widmyer']",nm1556116,"['Stephen King (based on the novel by)', 'Matt Greenberg (screen story by)']","['nm0000175', 'nm0338557', 'edits#writers']","['Jason Clarke', 'Amy Seimetz', 'John Lithgow']","['nm0164809', 'nm1541272', 'nm0001475']",57
tt0795368,['Frank Oz'],nm0000568,['Dean Craig'],['nm1918877'],"['Matthew Macfadyen', 'Peter Dinklage', 'Ewen Bremner']","['nm0532193', 'nm0227759', 'nm0001971']",67
tt1405500,['Tyler Perry'],nm1347153,"['Tyler Perry (screenplay)', 'Ntozake Shange (play)']","['nm1347153', 'nm0788110']","['Janet Jackson', 'Anika Noni Rose', 'Whoopi Goldberg']","['nm0001390', 'nm0741242', 'nm0000155']",50
tt1458169,['Luis Prieto'],nm1060986,['Knate Lee'],['nm1029878'],"['Halle Berry', 'Sage Correa', 'Chris McGinn']","['nm0000932', 'nm6179030', 'nm0569341']",44
tt1340800,['Tomas Alfredson'],nm0019247,"[""Bridget O'Connor (screenplay by)"", 'Peter Straughan (screenplay by)']","['nm2091799', 'nm1661186', 'edits#writers']","['Gary Oldman', 'Colin Firth', 'Tom Hardy']","['nm0000198', 'nm0000147', 'nm0362766']",85
tt5816682,['Stephen Frears'],nm0001241,"['Lee Hall (screenplay by)', 'Shrabani Basu (based on the book by)']","['nm0355822', 'nm3952658']","['Judi Dench', 'Ali Fazal', 'Tim Pigott-Smith']","['nm0001132', 'nm3170495', 'nm0683116']",58
tt1321860,['Jodie Foster'],nm0000149,['Kyle Killen'],['nm3189831'],"['Mel Gibson', 'Jodie Foster', 'Anton Yelchin']","['nm0000154', 'nm0000149', 'nm0947338']",60
tt3182620,['George Mendeluk'],nm0578899,"['Richard Bachynsky Hoover (screenplay)', 'George Mendeluk (screenplay)']","['nm2271193', 'nm0578899', 'edits#writers']","['Max Irons', 'Samantha Barks', 'Terence Stamp']","['nm1796057', 'nm2885819', 'nm0000654']",34
tt6857112,['Jordan Peele'],nm1443502,['Jordan Peele'],['nm1443502'],"[""Lupita Nyong'o"", 'Winston Duke', 'Elisabeth Moss']","['nm2143282', 'nm6328300', 'nm0005253']",81
tt3783958,['Damien Chazelle'],nm3227090,['Damien Chazelle'],['nm3227090'],"['Ryan Gosling', 'Emma Stone', 'Rosemarie DeWitt']","['nm0331516', 'nm1297015', 'nm1679669']",94
tt1457767,['James Wan'],nm1490123,"['Chad Hayes', 'Carey W. Hayes']","['nm0370937', 'nm0370928']","['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston']","['nm0933940', 'nm0267812', 'nm0515296']",68
tt2543472,['Stephen Chbosky'],nm0154716,"['Stephen Chbosky (screenplay by)', 'Steve Conrad (screenplay by) (as Steven Conrad)']","['nm0154716', 'nm0175726', 'edits#writers']","['Jacob Tremblay', 'Owen Wilson', 'Izabela Vidovic']","['nm5016878', 'nm0005562', 'nm4207679']",66
tt1116184,['Jeff Tremaine'],nm0871860,"['Jeff Tremaine (concepts by)', 'Johnny Knoxville (concepts by)']","['nm0871860', 'nm0424216', 'edits#writers']","['Johnny Knoxville', 'Steve-O', 'Bam Margera']","['nm0424216', 'nm0828177', 'nm0546640']",56
tt4651520,"['Jon Lucas', 'Scott Moore']",nm0524190,"['Jon Lucas', 'Scott Moore']","['nm0524190', 'nm0601859']","['Mila Kunis', 'Kathryn Hahn', 'Kristen Bell']","['nm0005109', 'nm1063517', 'nm0068338']",60
tt6823368,['M. Night Shyamalan'],nm0796117,['M. Night Shyamalan'],['nm0796117'],"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']","['nm0564215', 'nm0000246', 'nm0000168']",43
tt2103254,['Ben Falcone'],nm1229520,"['Melissa McCarthy', 'Ben Falcone']","['nm0565250', 'nm1229520']","['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates']","['nm0565250', 'nm0000215', 'nm0000870']",39
tt1033575,['Alexander Payne'],nm0668247,"['Alexander Payne (screenplay)', 'Nat Faxon (screenplay)']","['nm0668247', 'nm0269542', 'edits#writers']","['George Clooney', 'Shailene Woodley', 'Amara Miller']","['nm0000123', 'nm0940362', 'nm3837786']",84
tt5325452,['Tyler Perry'],nm1347153,['Tyler Perry'],['nm1347153'],"['Tyler Perry', 'Cassi Davis', 'Patrice Lovely']","['nm1347153', 'nm0204322', 'nm4776479']",30
tt2215285,['Tyler Perry'],nm1347153,"['Tyler Perry', 'Tyler Perry (based on characters created by)']","['nm1347153', 'nm1347153']","['Tyler Perry', 'Eugene Levy', 'Denise Richards']","['nm1347153', 'nm0506405', 'nm0000612']",42
tt1294226,['Julie Anne Robinson'],nm1455688,"['Nicholas Sparks (screenplay)', 'Jeff Van Wie (screenplay)']","['nm0817023', 'nm3491486', 'edits#writers']","['Miley Cyrus', 'Liam Hemsworth', 'Greg Kinnear']","['nm1415323', 'nm2955013', 'nm0001427']",33
tt1391137,['Tyler Perry'],nm1347153,['Tyler Perry (screenplay)'],['nm1347153'],"['Janet Jackson', 'Tyler Perry', 'Jill Scott']","['nm0001390', 'nm1347153', 'nm0779325']",43
tt2024544,['Steve McQueen'],nm2588606,"['John Ridley (screenplay by)', 'Solomon Northup (based on ""Twelve Years a Slave"" by)']","['nm0725983', 'nm1185849']","['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender']","['nm0252230', 'nm0931324', 'nm1055413']",96
tt2674426,['Thea Sharrock'],nm4824763,"['Jojo Moyes (based on the novel by)', 'Jojo Moyes (screenplay by)']","['nm4424713', 'nm4424713']","['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']","['nm3592338', 'nm3510471', 'nm0005216']",51
tt7634968,['Adam Shankman'],nm0788202,"['Tina Gordon (screenplay by) (as Tina Gordon Chism)', 'Peter Huyck (screenplay by)']","['nm1202276', 'nm0404752', 'edits#writers']","['Taraji P. Henson', 'Kristen Ledlow', 'Josh Brener']","['nm0378245', 'nm3968623', 'nm3091777']",49
tt3628584,['Malcolm D. Lee'],nm0002700,"['Kenya Barris', 'Tracy Oliver']","['nm1244069', 'nm2002824', 'edits#writers']","['Ice Cube', 'Regina Hall', 'Anthony Anderson']","['nm0001084', 'nm0356021', 'nm0026364']",67
tt7040874,['Paul Feig'],nm0082450,"['Darcey Bell (based upon the novel by)', 'Jessica Sharzer (screenplay by)']","['nm9079127', 'nm0789366']","['Anna Kendrick', 'Blake Lively', 'Henry Golding']","['nm0447695', 'nm0515116', 'nm6525901']",67
tt1020072,['Ava DuVernay'],nm1148550,['Paul Webb'],['nm2298096'],"['David Oyelowo', 'Carmen Ejogo', 'Oprah Winfrey']","['nm0654648', 'nm0252238', 'nm0001856']",81
tt1895587,['Tom McCarthy'],nm0565336,"['Josh Singer', 'Tom McCarthy']","['nm1802857', 'nm0565336']","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']","['nm0749263', 'nm0000474', 'nm1046097']",93
tt6063050,['Tyler Perry'],nm1347153,['Tyler Perry'],['nm1347153'],"['Taraji P. Henson', 'Lyriq Bent', 'Crystle Stewart']","['nm0378245', 'nm0072713', 'nm2981170']",32
tt4587656,['Timothy Reckart'],nm3302450,"['Carlos Kotkin (screenplay by)', 'Simon Moore (story by)']","['nm6423183', 'nm8231946', 'edits#writers']","['Steven Yeun', 'Keegan-Michael Key', 'Aidy Bryant']","['nm3081796', 'nm1221047', 'nm5262775']",42
tt3531824,"['Henry Joost', 'Ariel Schulman']",nm1160962,"['Jessica Sharzer (screenplay by)', 'Jeanne Ryan (based on the novel by)']","['nm0789366', 'nm6290393']","['Emma Roberts', 'Dave Franco', 'Emily Meade']","['nm0731075', 'nm2002649', 'nm2007030']",58
tt3231054,['Kevin Reynolds'],nm0721817,"['Kevin Reynolds (screenplay)', 'Paul Aiello (screenplay)']","['nm0721817', 'nm2594149', 'edits#writers']","['Joseph Fiennes', 'Tom Felton', 'Peter Firth']","['nm0001212', 'nm0271657', 'nm0278752']",51
tt1666186,"['Jason Friedberg', 'Aaron Seltzer']",nm0294997,"['Jason Friedberg', 'Aaron Seltzer']","['nm0294997', 'nm0783536']","['Jenn Proske', 'Matt Lanter', 'Diedrich Bader']","['nm3834164', 'nm1782667', 'nm0046033']",18
tt1440728,['Anton Corbijn'],nm0179221,"['Rowan Joffe (screenplay)', 'Martin Booth (novel)']","['nm0423626', 'nm0095757']","['George Clooney', 'Paolo Bonacelli', 'Violante Placido']","['nm0000123', 'nm0093678', 'nm0686376']",61
tt1268799,['Todd Strauss-Schulson'],nm0833889,"['Jon Hurwitz', 'Hayden Schlossberg']","['nm1375358', 'nm1376383', 'edits#writers']","['Kal Penn', 'John Cho', 'Neil Patrick Harris']","['nm0671980', 'nm0158626', 'nm0000439']",61
tt1371150,['Shawn Levy'],nm0506613,"['Jonathan Tropper (screenplay)', 'Jonathan Tropper (novel)']","['nm2267086', 'nm2267086']","['Jason Bateman', 'Tina Fey', 'Jane Fonda']","['nm0000867', 'nm0275486', 'nm0000404']",44
tt0795461,"['Malcolm D. Lee', 'David Zucker (uncredited)']",nm0002700,"['David Zucker', 'Pat Proft']","['nm0001878', 'nm0698493', 'edits#writers']","['Simon Rex', 'Ashley Tisdale', 'Charlie Sheen']","['nm0005350', 'nm0864308', 'nm0000221']",11
tt0815236,['Jim Field Smith'],nm1637768,"['Sean Anders', 'John Morris']","['nm1890845', 'nm1898234']","['Jay Baruchel', 'Alice Eve', 'T.J. Miller']","['nm0059431', 'nm1404408', 'nm2554352']",46
tt1226753,['John Madden'],nm0006960,"['Matthew Vaughn (screenplay)', 'Jane Goldman (screenplay)']","['nm0891216', 'nm0963359', 'edits#writers']","['Helen Mirren', 'Sam Worthington', 'Tom Wilkinson']","['nm0000545', 'nm0941777', 'nm0929489']",65
tt0433362,"['Michael Spierig (as The Spierig Brothers)', 'Peter Spierig (as The Spierig Brothers)']",nm1294961,"['Michael Spierig (as The Spierig Brothers)', 'Peter Spierig (as The Spierig Brothers)']","['nm1294961', 'nm1294962']","['Ethan Hawke', 'Willem Dafoe', 'Sam Neill']","['nm0000160', 'nm0000353', 'nm0000554']",57
tt1213663,['Edgar Wright'],nm0942367,"['Simon Pegg', 'Edgar Wright']","['nm0670408', 'nm0942367']","['Simon Pegg', 'Nick Frost', 'Martin Freeman']","['nm0670408', 'nm0296545', 'nm0293509']",81
tt1414382,['Andy Fickman'],nm0275698,['Moe Jelline'],['nm0420596'],"['Kristen Bell', 'Odette Annable', 'Sigourney Weaver']","['nm0068338', 'nm0951148', 'nm0000244']",28
tt1213012,"['Anthony Bell', 'Ben Gluck']",nm0068034,"['Steve Moore (based on a story by)', 'Chris Denk (screenplay by)']","['nm1558946', 'nm0219270', 'edits#writers']","['Hayden Panettiere', 'Christina Ricci', 'Justin Long']","['nm0659363', 'nm0000207', 'nm0519043']",36
tt4669788,['Mimi Leder'],nm0001460,['Daniel Stiepleman'],['nm1590589'],"['Felicity Jones', 'Armie Hammer', 'Justin Theroux']","['nm0428065', 'nm2309517', 'nm0857620']",59
tt0082329,['Franco Zeffirelli'],nm0001874,"['Scott Spencer (novel)', 'Judith Rascoe (screenplay)']","['nm0818098', 'nm0711083']","['Brooke Shields', 'Martin Hewitt', 'Shirley Knight']","['nm0000222', 'nm0382063', 'nm0004309']",30
tt1067774,['Thomas Bezucha'],nm0080120,"['Thomas Bezucha (screenplay)', 'April Blair (screenplay)']","['nm0080120', 'nm0086194', 'edits#writers']","['Selena Gomez', 'Leighton Meester', 'Katie Cassidy']","['nm1411125', 'nm1015262', 'nm1556320']",43
tt4799050,['Lucia Aniello'],nm3622659,"['Lucia Aniello', 'Paul W. Downs']","['nm3622659', 'nm3625953']","['Scarlett Johansson', 'Kate McKinnon', 'Zoë Kravitz']","['nm0424060', 'nm0571952', 'nm2368789']",51
tt1741273,['Billy Ray'],nm0712753,"['Billy Ray (screenplay)', 'Juan José Campanella (film ""El secreto de sus ojos"")']","['nm0712753', 'nm0002728', 'edits#writers']","['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts']","['nm0252230', 'nm0000173', 'nm0000210']",45
