,count,imdb_keys,movie_titles,average_domroi,average_worldroi
criminal,2,"['tt1279935', 'tt1355683']","['Date Night', 'Black Mass']",0.4877129849056604,1.3166966910806175
reference to superman,2,"['tt1386697', 'tt1001526']","['Suicide Squad', 'Megamind']",0.499687500989011,2.3696274002197804
grandmother granddaughter relationship,2,"['tt3521164', 'tt1047540']","['Moana', 'Parental Guidance']",1.3745360666666666,3.5417055433333333
dare,2,"['tt3531824', 'tt2059171']","['Nerve', '13 Sins']",-0.03426760000000001,0.7722511000000001
gladiator,2,"['tt0401729', 'tt1921064']","['John Carter', 'Pompeii']",-0.7223595819318183,0.19207345625
genie character,2,"['tt6139732', 'tt0848537']","['Aladdin', 'Epic']",0.21543493197802197,2.01516537532967
bullfighting,2,"['tt3411444', 'tt2262227']","['Ferdinand', 'The Book of Life']",-0.11825763306306306,1.2821367363063063
dark hero,2,"['tt2034800', 'tt1440728']","['The Great Wall', 'The American']",0.040683083333333314,1.8137242483333333
psychopath',2,"['tt2205401', 'tt1534085']","['Addicted', 'Beyond the Black Rainbow']",0.7647547272727272,0.7756019272727271
fascism,2,"['tt6133466', 'tt6110648']","['The First Purge', 'The Purge']",12.418163205128202,19.465608564102563
palestine,2,"['tt0816711', 'tt3402236']","['World War Z', 'Murder on the Orient Express']",0.4673123098086125,3.543474854066986
finale,2,"['tt2357291', 'tt2386490']","['Rio 2', 'How to Train Your Dragon: The Hidden World']",0.12914108870005964,2.908191661568277
close up of lips,2,"['tt0492389', 'tt3316948']","['Furry Vengeance', 'American Ultra']",-0.4902793392857143,0.10298517142857143
campaigning,2,"['tt1790886', 'tt1124035']","['The Campaign', 'The Ides of March']",0.3478990590389016,1.2420574446224255
australia',2,"['tt1448755', 'tt3741834']","['Killer Elite', 'Lion']",1.3352764773809525,5.699320804761904
activist,2,"['tt1226273', 'tt2403021']","['Edge of Darkness', 'The Green Inferno']",2.9570945833333333,6.1558138
fall,2,"['tt1327194', 'tt0466893']","['The Lucky One', 'Margaret']",0.21082793857142856,0.9549370885714287
diamond,2,"['tt3469046', 'tt1568338']","['Despicable Me 3', 'Man on a Ledge']",0.9858286666666667,6.488916428571429
dolphin,2,"['tt5028340', 'tt2978462']","['Mary Poppins Returns', 'Dolphin Tale 2']",0.24505267713675213,1.116689736965812
reference to pablo escobar,2,"['tt3532216', 'tt1355631']","['American Made', 'The Infiltrator']",-0.32408728421052635,0.5737774252631578
female doctor,2,"['tt1411238', 'tt3202120']","['No Strings Attached', 'Barbecue']",0.41326379999999996,1.99693981
urban setting,2,"['tt1478964', 'tt4462082']","['Attack the Block', 'Counting']",-0.8768686538461539,-0.6678298846153846
crying man,2,"['tt2776878', 'tt1183923']","['Thank You for Your Service', 'Welcome to the Rileys']",-0.7553724,-0.7325711500000001
human trafficking,2,"['tt1772408', 'tt1508675']","['Trade of Innocents', 'Le Havre']",-0.9430891426332288,0.22677331191222566
hat,2,"['tt1623205', 'tt1833673']","['Oz the Great and Powerful', 'Dhoom 3']",-0.2457401141666667,0.47013971083333334
sexual harassment,2,"['tt4465564', 'tt3077214']","['Fifty Shades Darker', 'Suffragette']",0.20825275324675319,3.6831486253246752
europe,2,"['tt3062096', 'tt2281587']","['Inferno', 'Muppets Most Wanted']",-0.30578017636363636,1.1844833648484845
teenage girl',2,"['tt0455944', 'tt3172532']","['The Equalizer', 'The Diary of a Teenage Girl']",0.29225720909090913,1.3236590590909092
truck,2,"['tt2109248', 'tt2387559']","['Transformers: Age of Extinction', 'Delivery Man']",0.2811927751082251,3.2317751484848483
chores,2,"['tt1438254', 'tt1047540']","['Charlie St. Cloud', 'Parental Guidance']",0.899962545,1.967534978181818
f word',2,"['tt1790886', 'tt1020558']","['The Campaign', 'Centurion']",-0.5384718105263158,-0.18501903508771933
parachute,2,"['tt1293847', 'tt1424381']","['xXx: Return of Xander Cage', 'Predators']",-0.08588308823529411,2.620037856617647
supernatural being,2,"['tt0087332', 'tt3235888']","['Ghostbusters', 'It Follows']",3.114180965277778,5.607857701388889
combat',2,"['tt0892769', 'tt1790885']","['How to Train Your Dragon', 'Zero Dark Thirty']",0.5709629333333333,1.781632257142857
showbiz,2,"['tt1517451', 'tt2562232']","['A Star is Born', 'Birdman or (The Unexpected Virtue of Ignorance)']",3.1662508611111115,7.887218875000002
stalker,2,"['tt4178092', 'tt7153766']","['The Gift', 'Unsane']",5.9420745,9.646158033333332
medical,2,"['tt2140379', 'tt0163924']","['Self/Less', 'All Saints']",0.6866999038461539,1.1329469423076923
bloody nose,2,"['tt1308729', 'tt6063050']","['Bullet to the Head', 'Acrimony']",0.17499857272727276,0.3711319818181818
3d animation,2,"['tt1679335', 'tt2709692']","['Trolls', 'Dr. Seussâ\x80\x99 The Grinch']",1.4189679226666667,3.783283376
scotland,2,"['tt1217209', 'tt1441395']","['Brave', 'Under the Skin']",-0.2604166926234506,0.7707385654541761
car rollover,2,"['tt1231583', 'tt1366365']","['Due Date', 'The Cold Light of Day']",-0.13253317115384616,1.2627920192307693
doppelganger,2,"['tt6857112', 'tt1213663']","['Us', ""The World's End""]",4.025294525,6.5429703749999994
babysitting,2,"['tt1366344', 'tt0077651']","['The Sitter', 'Halloween']",7.577952270000001,12.52002143
consciousness,2,"['tt2209764', 'tt1823672']","['Transcendence', 'Chappie']",-0.5627530672448979,0.5866458410204082
middle school,2,"['tt1650043', 'tt4981636']","['Diary of a Wimpy Kid: Rodrick Rules', 'Middle School: The Worst Years of My Life']",1.6407393120915033,2.418341251633987
hit and run,2,"['tt1458169', 'tt1314655']","['Kidnap', 'Devil']",1.41536625,2.9971361761904762
sibling rivalry,2,"['tt1528100', 'tt1379182']","['Exodus: Gods and Kings', 'Kynodontas']",-0.5971427720145953,2.08428314572092
barack obama character,2,"['tt3628584', 'tt1188996']","['Barbershop: The Next Cut', 'My Name is Khan']",0.5896140849173555,2.8604312601534834
hit in the crotch,2,"['tt1250777', 'tt1650554']","['Kick-Ass', 'Kick-Ass 2']",0.37263014285714285,1.8689471964285715
cgi,2,"['tt3095734', 'tt6182908']","['Monster Trucks', 'Smallfoot']",-0.34626869225,0.58214167325
graphic violence,2,"['tt0093870', 'tt1742334']","['RoboCop', 'Sabotage']",-0.6056824517857142,0.2749447767857143
cryptography,2,"['tt3774114', 'tt2084970']","['Snowden', 'The Imitation Game']",2.2533799566666666,6.945157946666667
undercover',2,"['tt1596350', 'tt1092634']","['This Means War', 'Shanghai']",-0.5782988961538461,0.36255581230769235
dead daughter,2,"['tt1462041', 'tt0837563']","['Dream House', 'Pet Sematary']",0.5159923523809526,2.023591802857143
adoptive father,2,"['tt1250777', 'tt0938330']","['Kick-Ass', 'Silent Hill: Revelation 3D']",0.2966716,2.1410191928571427
preacher,2,"['tt1586752', 'tt7334528']","['Machine Gun Preacher', 'Uncle Drew']",0.18869888888888892,0.3544542722222222
prom,2,"['tt1051904', 'tt4925292']","['Goosebumps', 'Lady Bird']",2.138167598275862,4.30041193275862
box office bomb,2,"['tt1402488', 'tt5697572']","['Happy Feet Two', 'Cats & Dogs: The Revenge of Kitty Galore']",-0.5065522324618736,0.2498850246187364
moon,2,"['tt1323594', 'tt1772240']","['Despicable Me', 'Apollo 18']",2.591258008695652,5.589930979710145
neo nazi,2,"['tt2561572', 'tt4062536']","['Get Hard', 'Green Room']",0.4521802625,0.7121434624999999
caretaker,2,"['tt4669788', 'tt4082068']","['On the Basis of Sex', 'Dheepan']",-0.3706108805555556,0.3798542583333333
1900s,2,"['tt1623205', 'tt1571222']","['Oz the Great and Powerful', 'A Dangerous Method']",-0.270520435,0.5960859025
teen angst,2,"['tt1706593', 'tt1440292']","['Chronicle', 'Submarine']",1.8136854495614037,5.359180811403509
brother,2,"['tt1762399', 'tt1650043']","['Walking with Dinosaurs', 'Diary of a Wimpy Kid: Rodrick Rules']",0.6893239506944444,1.8181439847222223
year 1991,2,"['tt1133985', 'tt1606829']","['Green Lantern', 'The Other Dream Team']",-0.5743880699999999,-0.13671727
camping,2,"['tt2023453', 'tt1540011']","['Diary of a Wimpy Kid: Dog Days', 'Blair Witch']",1.152686277272727,2.7044991909090905
childhood home,2,"['tt1371150', 'tt1281374']","['This is Where I Leave You', 'Don McKay']",-0.14144849999999998,0.03355150000000001
recruitment,2,"['tt0974015', 'tt1270798']","['Justice League', 'X-Men: First Class']",-0.16076688854166665,1.203892968125
fatherhood,2,"['tt1473832', 'tt1630036']","['Bridget Jonesâ\x80\x99s Baby', 'Courageous']",7.975409607142858,10.736795114285714
physicist,2,"['tt5673782', 'tt2980516']","['Genius', 'The Theory of Everything']",0.23648196862745097,3.324607860784313
kiss on the lips,2,"['tt2083383', 'tt1506999']","['Trouble with the Curve', 'Haywire']",-0.290182640942029,0.18924528949275363
female vampire,2,"['tt3717252', 'tt1545106']","['Underworld: Blood Wars', 'Vamps']",-0.5662667830357143,0.1630946178571428
pink panties,2,"['tt1726669', 'tt1996264']","['Killer Joe', 'For a Good Time, Call']",-0.1990948088235294,0.04830138235294118
ex husband ex wife relationship,2,"['tt3631112', 'tt1126590']","['The Girl on the Train', 'Big Eyes']",0.5618241611111111,2.3023182
satanic cult,2,"['tt3319920', 'tt1320244']","['Regression', 'The Last Exorcism']",10.399806530555557,18.886137127777786
girl group,2,"['tt1876451', 'tt1673697']","['Sparkle', 'The Sapphires']",0.35603272777777767,1.3660739277777778
personal growth,2,"['tt2334871', 'tt1440161']","['Snatched', 'A Little Bit of Heaven']",-0.4537402980952381,-0.2672721271428572
strong female protagonist,2,"['tt1568338', 'tt1730768']","['Man on a Ledge', 'The Zookeeperâ\x80\x99s Wife']",-0.3422036833333333,0.24845015357142858
gore',2,"['tt1477076', 'tt9024106']","['Saw 3D', 'Unplanned']",1.8533854166666666,4.4423591225490195
hallucination',2,"['tt1345836', 'tt2321549']","['The Dark Knight Rises', 'The Babadook']",0.05249636181818185,2.8423042027272727
rapping in a car,2,"['tt7334528', 'tt1726589']","['Uncle Drew', 'L!fe Happens']",0.19633631362007165,0.3090367302867383
olympus,2,"['tt0119282', 'tt1253864']","['Hercules', 'Immortals']",-0.07986348333333332,1.6273593033333333
breast,2,"['tt2239822', 'tt1247644']","['Valerian and the City of a Thousand Planets', 'Breaking Upwards']",2.965509361111111,3.4505621000000004
school',2,"['tt6802308', 'tt1065073']","['The 15:17 to Paris', 'Boyhood']",2.777101641666667,7.094067791666666
spider,2,"['tt0948470', 'tt0829150']","['The Amazing Spider-Man', 'Dracula Untold']",-0.0045337659090909505,2.2956330438311685
co worker,2,"['tt3766394', 'tt2265398']","['Hello, My Name is Doris', 'Drinking Buddies']",6.5662055,6.7384515
contract killer,2,"['tt1491044', 'tt1788391']","['The Iceman', 'Kill List']",-0.885321525,-0.5299408
evil queen,2,"['tt1735898', 'tt1667353']","['Snow White and the Huntsman', 'Mirror Mirror']",-0.16174385588235296,1.2007314999999998
homophobia,2,"['tt0107818', 'tt0790636']","['People Like Us', 'Dallas Buyers Club']",2.118322,5.4554805
dracula character,2,"['tt5220122', 'tt1142977']","['Hotel Transylvania 3: Summer Vacation', 'Frankenweenie']",0.7408697846153847,4.094855964102565
brain surgery,2,"['tt1130884', 'tt5052448']","['Shutter Island', 'Get Out']",17.404147337500003,26.4084312375
justice,2,"['tt1615160', 'tt2404425']","['The Foreigner', 'Woman in Gold']",1.0053264051948052,3.6742093571428573
part computer animation,2,"['tt0803096', 'tt3095734']","['Warcraft', 'Monster Trucks']",-0.718939164125,0.576328320125
murder of wife,2,"['tt0365907', 'tt3230082']","['A Walk Among the Tombstones', 'La chambre bleue']",-0.4423838392857143,0.803874767857143
hand job,2,"['tt2854926', 'tt3844362']","['Tag', 'The Overnight']",2.751852589285714,3.290457607142857
woman wears underwear,2,"['tt1568338', 'tt2690138']","['Man on a Ledge', 'The D Train']",-0.6667186666666667,-0.28054090476190474
private investigator,2,"['tt3799694', 'tt2752772']","['The Nice Guys', 'Sinister 2']",0.7496653800000003,2.3011787200000002
election,2,"['tt1235522', 'tt1018765']","['Broken City', 'Our Brand is Crisis']",-0.593514425,-0.3539536785714286
anthology film,2,"['tt1859650', 'tt0082517']","['To Rome with Love', 'The Future']",-0.3276608139534884,1.3480989767441862
orgy,2,"['tt1700841', 'tt0090837']","['Sausage Party', 'Robot & Frank']",2.233766178947368,3.7064568578947363
nude,2,"['tt3469046', 'tt1572315']","['Despicable Me 3', 'Texas Chainsaw 3D']",1.622710625,7.089835325
sid character,2,"['tt3416828', 'tt1667889']","['Ice Age: Collision Course', 'Ice Age: Continental Drift']",0.15412427443609025,5.545374645363409
native american,2,"['tt1663202', 'tt2582782']","['The Revenant', 'Hell or High Water']",0.8054671814814816,2.5398582296296297
steampunk',2,"['tt0970179', 'tt1611224']","['Hugo', 'Abraham Lincoln: Vampire Hunter']",-0.5169012657407407,0.5185751777777777
warner bros.,2,"['tt1402488', 'tt1086772']","['Happy Feet Two', 'Blended']",-0.24859744814814813,1.0071432925925925
boston marathon,2,"['tt4572514', 'tt3881784']","['Patriots Day', 'Stronger']",-0.5312350041666667,-0.19307927083333334
dystopia',2,"['tt0093870', 'tt2908446']","['RoboCop', 'The Divergent Series: Insurgent']",-0.16408108295454543,1.353678171590909
box,2,"['tt0787474', 'tt1922777']","['The Boxtrolls', 'Sinister']",7.438128041666667,14.554186591666666
gay relationship,2,"['tt1616195', 'tt1532503']","['J. Edgar', 'Beginners']",0.43777047321428575,2.4452836651785717
chubby woman,2,"['tt2527336', 'tt2103254']","['Star Wars Ep. VIII: The Last Jedi', 'Tammy']",2.091339872555205,3.4870395563880123
based on fairy tale,2,"['tt1587310', 'tt2381991']","['Maleficent', 'The Huntsman: Winterâ\x80\x99s War']",-0.12071532801932369,1.825086929589372
triad,2,"['tt1179034', 'tt1656190']","['From Paris With Love', 'Safe']",-0.508757793997669,0.1396688869463869
forename in title,2,"['tt1509803', 'tt3766394']","['Griff the Invisible', 'Hello, My Name is Doris']",6.226081913793103,6.335823051724138
training montage,2,"['tt3717490', 'tt6343314']","['Power Rangers', 'Creed II']",0.5128440983333334,1.7297966866666667
seagull,2,"['tt1594972', 'tt4052882']","['Norm of the North', 'The Shallows']",1.5940207286324788,4.416037470085469
horse riding,2,"['tt1568911', 'tt3074732']","['War Horse', 'Hross i oss']",-0.42880987857142855,0.12070562142857139
crotch grab,2,"['tt1666186', 'tt2004420']","['Vampires Suck', 'Neighbors']",4.0856153777777795,8.561858811111113
adult lives at home,2,"['tt4139124', 'tt1588334']","['Keanu', 'Jeff, Who Lives at Home']",-0.10013360000000002,-0.07498895000000003
stoner comedy,2,"['tt1240982', 'tt1151359']","['Your Highness', 'Leaves of Grass']",-0.7801429944444443,-0.73403212
slim attractive girl,2,"['tt0379786', 'tt1563742']","['Serenity', 'Overboard']",1.267446025,2.78441683
blizzard,2,"['tt2719848', 'tt3460252']","['Everest', 'The Hateful Eight']",-0.2290902258064516,1.8947438426799006
infected,2,"['tt1486185', 'tt4695012']","['Red Riding Hood', 'It Comes at Night']",0.8468707714285715,2.063430323809524
on the run',2,"['tt1103153', 'tt1355683']","['Killers', 'Black Mass']",-0.09593032842767293,0.5695844147169811
supernatural power',2,"['tt5734576', 'tt2592094']","['The Possession of Hannah Grace', 'Believe']",0.36353397619047617,2.692635059523809
killing an animal,2,"['tt1535612', 'tt1788391']","['The Son of No One', 'Kill List']",-0.9808129583333334,-0.6728353166666666
train',2,"['tt1014763', 'tt1781769']","['Child 44', 'Anna Karenina']",-0.8569774448979592,-0.1954207797959184
confusion,2,"['tt3110958', 'tt0961108']","['Now You See Me 2', 'Fireflies in the Garden']",-0.6361639722222222,1.0482272541666666
ottoman empire,2,"['tt4776998', 'tt3007512']","['The Promise', 'The Water Diviner']",-0.8609735777777778,-0.2512759722222222
extraterrestrial,2,"['tt2224026', 'tt1217613']","['Home', 'Battle: Los Angeles']",0.27910117967032966,2.009349978021978
wedding dress,2,"['tt0884732', 'tt1305583']","['The Wedding Ringer', 'Our Family Wedding']",1.1247118276397514,1.507523139751553
intrigue,2,"['tt1509767', 'tt1124035']","['The Three Musketeers', 'The Ides of March']",0.0037004973429952126,1.467010929710145
rifle,2,"['tt2140037', 'tt2345737']","['Jane Got a Gun', 'The Rover']",-0.90447714,-0.7374994529411765
low self esteem,2,"['tt2557490', 'tt6791096']","['A Million Ways to Die in The West', 'I Feel Pretty']",0.296443328125,1.515260040625
harlot,2,"['tt3766354', 'tt4218572']","['The Equalizer 2', 'Widows']",0.19291836753246752,1.1600347493506493
couple,2,"['tt1535438', 'tt6722030']","['Hope Springs', 'The Intruder']",2.2524275166666667,3.4684551875
letter writing,2,"['tt1071812', 'tt1653911']","[""Mao's Last Dancer"", 'Nannerl la soeur de Mozart']",-0.7878252777777778,-0.012222416666666652
arthurian legend,2,"['tt3371366', 'tt1972591']","['Transformers: The Last Knight', 'King Arthur: Legend of the Sword']",-0.5881433989861751,0.7880989784331798
ireland,2,"['tt1216492', 'tt1602098']","['Leap Year', 'Albert Nobbs']",-0.1169434245614035,0.427659498245614
gay interest,2,"['tt2226519', 'tt1571249']","['Plush', 'The Skeleton Twins']",1.6429245000000001,1.905812
nintendo ds,2,"['tt1680310', 'tt1571403']","['Harry Potter and the Deathly Hallows: Part II', 'Harry Potter and the Deathly Hallows: Part I']",1.7092989,8.2084989
bachelor party,2,"['tt1411697', 'tt0884732']","['The Hangover Part II', 'The Wedding Ringer']",1.9917108410326088,4.408262688858696
animated credits,2,"['tt0448115', 'tt1621045']","['Shazam!', 'Think Like a Man']",3.635683675,5.858611145098039
tour guide,2,"['tt1991245', 'tt5990474']","['Chernobyl Diaries', 'Columbus']",8.786325,20.999082642857143
domestic abuse,2,"['tt3125324', 'tt1065073']","['Beyond the Lights', 'Boyhood']",3.216691660714286,7.203325910714286
folklore,2,"['tt1972591', 'tt3850590']","['King Arthur: Legend of the Sword', 'Krampus']",0.53611126,1.4585569171428574
stand up comedy',2,"['tt3110770', 'tt1999192']","['Road Hard', 'Kevin Hart: Laugh at My Pain']",4.1753469999999995,4.179347
inner peace,2,"['tt0879870', 'tt1440161']","['Eat Pray Love', 'A Little Bit of Heaven']",-0.32814947666666666,0.7656680549999999
southern gothic,2,"['tt1764234', 'tt1935179']","['Killing Them Softly', 'Mud']",0.5776890000000001,1.88579605
