,0,1,2,3,4,5,6,7,8,9
m0000827,,,,,,,,,,
tt4587656,The Star,2017,PG,1h 26min,"['Animation', 'Adventure', 'Comedy']",17 November 2017,USA,6.2,,
tt3531824,Nerve,2016,PG-13,1h 36min,"['Adventure', 'Crime', 'Drama']",27 July 2016,USA,6.5,,
tt3231054,Risen,2016,PG-13,1h 47min,"['Action', 'Drama', 'History']",19 February 2016,USA,6.3,,
tt1666186,Vampires Suck,2010,PG-13,1h 22min,['Comedy'],18 August 2010,USA,3.4,,
tt1440728,The American,2010,R,1h 45min,"['Crime', 'Drama', 'Thriller']",1 September 2010,USA,6.3,,
tt1268799,A Very Harold & Kumar Christmas,2011,R,1h 30min,"['Adventure', 'Comedy']",4 November 2011,USA,6.3,,
tt1572315,Texas Chainsaw,2013,R,1h 32min,"['Horror', 'Thriller']",4 January 2013,USA,4.8,,
tt1371150,This Is Where I Leave You,2014,R,1h 43min,"['Comedy', 'Drama']",19 September 2014,USA,6.6,,
tt0795461,Scary Movie V,2013,PG-13,1h 26min,"['Comedy', 'Horror']",12 April 2013,USA,3.5,,
tt0815236,She's Out of My League,2010,R,1h 44min,"['Comedy', 'Romance']",12 March 2010,USA,6.4,,
tt1226753,The Debt,2010,R,1h 53min,"['Drama', 'Thriller']",31 August 2011,USA,6.8,,
tt0433362,Daybreakers,2009,R,1h 38min,"['Action', 'Fantasy', 'Horror']",8 January 2010,USA,6.4,,
tt1213663,The World's End,2013,R,1h 49min,"['Comedy', 'Sci-Fi']",23 August 2013,USA,7.0,,
tt1414382,You Again,2010,PG,1h 45min,"['Comedy', 'Romance']",24 September 2010,USA,5.8,,
tt1213012,Alpha and Omega,2010,PG,1h 30min,"['Animation', 'Adventure', 'Comedy']",17 September 2010,USA,5.2,,
tt4669788,On the Basis of Sex,2018,PG-13,2h,"['Biography', 'Drama']",11 January 2019,USA,7.0,,
tt0082329,Endless Love,1981,R,1h 56min,"['Drama', 'Romance']",17 July 1981,USA,4.9,,
tt1067774,Monte Carlo,2011,PG,1h 49min,"['Adventure', 'Comedy', 'Family']",1 July 2011,USA,5.8,,
tt4799050,Rough Night,2017,R,1h 41min,"['Comedy', 'Crime', 'Thriller']",16 June 2017,USA,5.2,,
tt1741273,Secret in Their Eyes,2015,PG-13,1h 51min,"['Crime', 'Drama', 'Mystery']",20 November 2015,USA,6.3,,
tt0938330,Silent Hill: Revelation,2012,R,1h 35min,"['Fantasy', 'Horror']",26 October 2012,USA,5.0,,
tt1730768,The Zookeeper's Wife,2017,PG-13,2h 7min,"['Biography', 'Drama', 'History']",7 April 2017,USA,7.0,,
tt2039338,Flatliners,2017,PG-13,1h 49min,"['Drama', 'Horror', 'Mystery']",29 September 2017,USA,5.2,,
tt1592525,Lockout,2012,PG-13,1h 35min,"['Action', 'Sci-Fi', 'Thriller']",13 April 2012,USA,6.1,,
tt0770703,What's Your Number?,2011,R,1h 46min,"['Comedy', 'Romance']",30 September 2011,USA,6.1,,
tt2503944,Burnt,2015,R,1h 41min,"['Comedy', 'Drama']",30 October 2015,USA,6.6,,
tt1712261,Triple 9,2016,R,1h 55min,"['Action', 'Crime', 'Thriller']",26 February 2016,USA,6.3,,
tt2547584,The Light Between Oceans,2016,PG-13,2h 13min,"['Drama', 'Romance']",2 September 2016,USA,7.2,,
tt1228987,Let Me In,2010,R,1h 56min,"['Drama', 'Fantasy', 'Horror']",1 October 2010,USA,7.1,,
tt3960412,Popstar: Never Stop Never Stopping,2016,R,1h 27min,"['Comedy', 'Music']",3 June 2016,USA,6.7,,
tt2776878,Thank You for Your Service,2017,R,1h 49min,"['Biography', 'Drama', 'War']",27 October 2017,USA,6.5,,
tt1532958,Battle of the Year,2013,PG-13,1h 50min,"['Drama', 'Music']",20 September 2013,USA,5.0,,
tt5667196,Ratchet and Clank,,TV-14,Comedy,['Episode aired 26 April 2016'],TV-14,Comedy,Episode aired 26 April 2016,7.0,
tt1791528,Inherent Vice,2014,R,2h 28min,"['Comedy', 'Crime', 'Drama']",9 January 2015,USA,6.7,,
tt2002718,Machete Kills,2013,R,1h 47min,"['Action', 'Crime', 'Thriller']",11 October 2013,USA,5.6,,
tt1810683,Little Boy,2015,PG-13,1h 46min,"['Drama', 'History', 'War']",24 April 2015,USA,7.4,,
tt1629757,Chasing Mavericks,2012,PG,1h 56min,"['Biography', 'Drama', 'Sport']",26 October 2012,USA,7.2,,
tt2937898,A Most Violent Year,2014,R,2h 5min,"['Action', 'Crime', 'Drama']",30 January 2015,USA,7.0,,
tt1571222,A Dangerous Method,2011,R,1h 39min,"['Biography', 'Drama', 'Romance']",10 November 2011,Germany,6.4,,
tt1781827,Hands of Stone,2016,R,1h 51min,"['Biography', 'Drama', 'Sport']",26 August 2016,USA,6.6,,
tt1366365,The Cold Light of Day,2012,PG-13,1h 33min,"['Action', 'Adventure', 'Thriller']",7 September 2012,USA,4.9,,
tt1034415,Suspiria,2018,R,2h 32min,"['Fantasy', 'Horror', 'Mystery']",2 November 2018,USA,6.8,,
tt4778988,LBJ,2016,R,1h 38min,"['Biography', 'Drama', 'History']",3 November 2017,USA,6.5,,
tt3719896,My All-American,2015,PG,1h 58min,"['Biography', 'Drama', 'Sport']",13 November 2015,USA,7.2,,
tt1013860,Dylan Dog: Dead of Night,2010,PG-13,1h 47min,"['Action', 'Comedy', 'Crime']",29 April 2011,USA,5.1,,
tt1520498,The Oogieloves in the Big Balloon Adventure,2012,G,1h 28min,"['Adventure', 'Family', 'Fantasy']",29 August 2012,USA,2.1,,
tt1251757,Middle Men,2009,R,1h 45min,"['Comedy', 'Crime', 'Drama']",6 August 2010,USA,6.8,,
tt1175709,All Good Things,2010,R,1h 41min,"['Crime', 'Drama', 'Mystery']",9 December 2010,Greece,6.3,,
tt3707106,By the Sea,2015,R,2h 2min,"['Drama', 'Romance']",9 December 2015,France,5.3,,
tt1274300,The Tempest,2010,PG-13,1h 50min,"['Comedy', 'Drama', 'Fantasy']",7 January 2011,Brazil,5.3,,
tt3319920,Regression,2015,R,1h 46min,"['Crime', 'Drama', 'Mystery']",2 October 2015,Spain,5.7,,
tt5580390,The Shape of Water,2017,R,2h 3min,"['Adventure', 'Drama', 'Fantasy']",22 December 2017,USA,7.3,,
tt1270262,The Devil's Double,2011,R,1h 49min,"['Biography', 'Drama', 'Thriller']",8 September 2011,Netherlands,7.1,,
tt1284575,Bad Teacher,2011,R,1h 32min,"['Comedy', 'Romance']",24 June 2011,USA,5.6,,
tt1700841,Sausage Party,2016,R,1h 29min,"['Animation', 'Adventure', 'Comedy']",12 August 2016,USA,6.1,,
tt0455407,The Crazies,2010,R,1h 41min,"['Horror', 'Thriller']",26 February 2010,USA,6.5,,
tt0110684,Nobody's Fool,1994,R,1h 50min,"['Comedy', 'Drama']",13 January 1995,USA,7.4,,
tt0889573,The Switch,2010,PG-13,1h 41min,"['Comedy', 'Drama', 'Romance']",20 August 2010,USA,6.1,,
tt1216492,Leap Year,2010,PG,1h 40min,"['Comedy', 'Romance']",8 January 2010,USA,6.5,,
tt0816442,The Book Thief,2013,PG-13,2h 11min,"['Drama', 'War']",27 November 2013,USA,7.6,,
tt0810922,Take Me Home Tonight,2011,R,1h 37min,"['Comedy', 'Drama', 'Romance']",4 March 2011,USA,6.3,,
tt1870529,Won't Back Down,2012,PG,2h 1min,['Drama'],28 September 2012,USA,6.5,,
tt6495770,Action Point,2018,R,1h 25min,['Comedy'],1 June 2018,USA,5.1,,
tt4943216,New York City Ballet George Balanchine's the Nutcracker,,Musical,Episode aired 5 December 2015,Musical,Episode aired 5 December 2015,,,,
tt2004420,Neighbors,2014,R,1h 37min,['Comedy'],9 May 2014,USA,6.3,,
tt3760922,My Big Fat Greek Wedding 2,2016,PG-13,1h 34min,"['Comedy', 'Romance']",25 March 2016,USA,6.0,,
tt3862750,The Perfect Guy,2015,PG-13,1h 40min,"['Crime', 'Drama', 'Horror']",11 September 2015,USA,5.6,,
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,PG,1h 39min,"['Comedy', 'Family']",25 March 2011,USA,6.5,,
tt1596346,Soul Surfer,2011,PG,1h 52min,"['Biography', 'Drama', 'Family']",8 April 2011,USA,7.0,,
tt7334528,Uncle Drew,2018,PG-13,1h 43min,"['Comedy', 'Sport']",29 June 2018,USA,5.7,,
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,"['Comedy', 'Drama']",14 November 2014,USA,7.7,,
tt2334873,Blue Jasmine,2013,PG-13,1h 38min,['Drama'],23 August 2013,USA,7.3,,
tt3623726,Ricki and the Flash,2015,PG-13,1h 41min,"['Comedy', 'Drama', 'Music']",7 August 2015,USA,5.9,,
tt2279339,Love the Coopers,2015,PG-13,1h 47min,"['Comedy', 'Fantasy', 'Romance']",13 November 2015,USA,5.8,,
tt4287320,The Circle,2017,PG-13,1h 50min,"['Drama', 'Sci-Fi', 'Thriller']",28 April 2017,USA,5.3,,
tt1542344,127 Hours,2010,R,1h 34min,"['Biography', 'Drama']",28 January 2011,USA,7.5,,
tt1594972,Norm of the North,2015,PG,1h 30min,"['Animation', 'Adventure', 'Comedy']",15 January 2016,USA,3.4,,
tt0403702,Youth in Revolt,2009,R,1h 30min,"['Comedy', 'Drama', 'Romance']",8 January 2010,USA,6.4,,
tt2465146,And So It Goes,2014,PG-13,1h 34min,"['Comedy', 'Drama', 'Romance']",25 July 2014,USA,5.8,,
tt1967545,Labor Day,2013,PG-13,1h 51min,"['Drama', 'Romance', 'Thriller']",31 January 2014,USA,6.9,,
tt0068638,The Getaway,1972,PG,2h 3min,"['Action', 'Crime', 'Thriller']",16 December 1972,Italy,7.4,,
tt0824758,The Last Station,2009,R,1h 52min,"['Biography', 'Drama', 'Romance']",26 February 2010,USA,7.0,,
tt1071812,Mao's Last Dancer,2009,PG,1h 57min,"['Biography', 'Drama', 'Music']",1 October 2010,USA,7.3,,
tt2058107,The Railway Man,2013,R,1h 56min,"['Biography', 'Drama', 'Romance']",23 May 2014,USA,7.1,,
tt2649554,Midnight Special,2016,PG-13,1h 52min,"['Drama', 'Mystery', 'Sci-Fi']",21 April 2016,Greece,6.6,,
tt4540710,Miss Sloane,2016,R,2h 12min,"['Drama', 'Thriller']",9 December 2016,USA,7.5,,
tt2172935,Metallica Through the Never,2013,R,1h 33min,['Music'],4 October 2013,USA,7.2,,
tt2763304,T2 Trainspotting,2017,R,1h 57min,['Drama'],31 March 2017,USA,7.2,,
tt0092240,The Wraith,1986,PG-13,1h 33min,"['Action', 'Horror', 'Romance']",21 November 1986,USA,6.0,,
tt1321865,Carlos,,Not Rated,5h 34min,"['Biography', 'Crime', 'Drama']",TV Mini-Series,2010,7.6,,
tt1748179,Red Lights,2012,R,1h 54min,"['Drama', 'Fantasy', 'Horror']",2 March 2012,Spain,6.2,,
tt1425922,Black Nativity,2013,PG,1h 33min,"['Drama', 'Family', 'Music']",27 November 2013,USA,4.6,,
tt6644200,A Quiet Place,2018,PG-13,1h 30min,"['Drama', 'Horror', 'Sci-Fi']",6 April 2018,USA,7.5,,
tt1924435,Let's Be Cops,2014,R,1h 44min,"['Action', 'Comedy', 'Crime']",13 August 2014,USA,6.4,,
tt2083355,The Best Man Holiday,2013,R,2h 3min,"['Comedy', 'Drama']",15 November 2013,USA,6.7,,
tt1981677,Pitch Perfect,2012,PG-13,1h 52min,"['Comedy', 'Music', 'Romance']",5 October 2012,USA,7.2,,
tt1477076,Saw: The Final Chapter,2010,R,1h 30min,"['Horror', 'Mystery']",29 October 2010,USA,5.6,,
tt2097298,"McFarland, USA",2015,PG,2h 9min,"['Biography', 'Drama', 'Sport']",20 February 2015,USA,7.4,,
tt4649416,Almost Christmas,2016,PG-13,1h 51min,"['Comedy', 'Drama']",11 November 2016,USA,6.1,,
tt1152398,Beastly,2011,PG-13,1h 26min,"['Drama', 'Fantasy', 'Romance']",4 March 2011,USA,5.6,,
tt1210042,Brooklyn's Finest,2009,R,2h 12min,"['Action', 'Crime', 'Drama']",5 March 2010,USA,6.7,,
tt0979434,Lottery Ticket,2010,PG-13,1h 39min,['Comedy'],20 August 2010,USA,5.0,,
tt1433822,The Apparition,2012,PG-13,1h 22min,"['Horror', 'Thriller']",24 August 2012,USA,4.1,,
tt0443543,The Illusionist,2006,PG-13,1h 50min,"['Drama', 'Fantasy', 'History']",1 September 2006,USA,7.6,,
tt5673782,Genius,,TV-14,43min,"['Biography', 'Drama', 'History']",TV Series,2017– ,8.4,,
tt2515030,Escobar: Paradise Lost,2014,R,2h,"['Crime', 'Drama', 'History']",26 June 2015,USA,6.5,,
tt1002563,The Young Messiah,2016,PG-13,1h 51min,"['Drama', 'Fantasy']",11 March 2016,USA,5.6,,
tt1748122,Moonrise Kingdom,2012,PG-13,1h 34min,"['Comedy', 'Drama', 'Romance']",29 June 2012,USA,7.8,,
tt1655442,The Artist,2011,PG-13,1h 40min,"['Comedy', 'Drama', 'Romance']",20 January 2012,USA,7.9,,
tt1265990,The Roommate,2011,PG-13,1h 31min,"['Drama', 'Mystery', 'Thriller']",4 February 2011,USA,4.8,,
tt7690670,SuperFly,2018,R,1h 56min,"['Action', 'Crime', 'Thriller']",13 June 2018,USA,5.1,,
tt2380307,Coco,2017,PG,1h 45min,"['Animation', 'Adventure', 'Family']",22 November 2017,USA,8.4,,
tt2467046,Left Behind,2014,PG-13,1h 50min,"['Action', 'Drama', 'Fantasy']",3 October 2014,USA,3.1,,
tt0107818,Philadelphia,1993,PG-13,2h 5min,['Drama'],14 January 1994,USA,7.7,,
tt1620935,Bleed for This,2016,R,1h 57min,"['Biography', 'Drama', 'Sport']",18 November 2016,USA,6.8,,
tt2398231,The Homesman,2014,R,2h 2min,"['Drama', 'Western']",18 May 2014,France,6.6,,
tt6720802,Trance,2020,Not Rated,2h 50min,"['Drama', 'Thriller']",6 March 2020,USA,7.3,,
tt1951181,The Immigrant,2013,R,2h,"['Drama', 'Romance']",23 May 2014,USA,6.6,,
tt3179568,"Men, Women & Children",2014,R,1h 59min,"['Comedy', 'Drama']",17 October 2014,USA,6.7,,
tt1191111,Enter the Void,2009,Not Rated,2h 41min,"['Drama', 'Fantasy']",5 May 2010,France,7.3,,
tt1545106,Vamps,2012,PG-13,1h 32min,"['Comedy', 'Horror', 'Romance']",2 November 2012,USA,5.2,,
tt2126357,Second Act,2018,PG-13,1h 43min,"['Comedy', 'Drama', 'Romance']",21 December 2018,USA,5.8,,
tt0954990,The Yellow Handkerchief,2008,PG-13,1h 42min,"['Drama', 'Romance']",19 November 2009,Germany,6.7,,
tt1504320,The King's Speech,2010,R,1h 58min,"['Biography', 'Drama', 'History']",25 December 2010,USA,8.0,,
tt5140878,Annabelle: Creation,2017,R,1h 49min,"['Horror', 'Mystery', 'Thriller']",11 August 2017,USA,6.5,,
tt3063516,Jackass Presents: Bad Grandpa,2013,R,1h 32min,['Comedy'],25 October 2013,USA,6.5,,
tt2084970,The Imitation Game,2014,PG-13,1h 54min,"['Biography', 'Drama', 'Thriller']",25 December 2014,USA,8.0,,
tt2660806,Mom,,TV-14,30min,"['Comedy', 'Drama', 'Romance']",TV Series,2013– ,7.2,,
tt1196141,Diary of a Wimpy Kid,2010,PG,2h,"['Comedy', 'Drama', 'Family']",19 March 2010,USA,6.2,,
tt0098672,The Woman in Black,1989,Not Rated,1h 40min,"['Horror', 'Mystery']",Not Rated,1h 40min,"Horror, 
Mystery",TV Movie 24 December 1989,7.2
tt7349662,BlacKkKlansman,2018,R,2h 15min,"['Biography', 'Crime', 'Drama']",10 August 2018,USA,7.5,,
tt0882977,Snitch,2013,PG-13,1h 52min,"['Action', 'Drama', 'Thriller']",22 February 2013,USA,6.4,,
tt3850590,Krampus,2015,PG-13,1h 38min,"['Comedy', 'Drama', 'Fantasy']",4 December 2015,USA,6.1,,
tt1855199,End of Watch,2012,R,1h 49min,"['Action', 'Crime', 'Drama']",21 September 2012,USA,7.6,,
tt2305051,Wild,2014,R,1h 55min,"['Biography', 'Drama']",19 December 2014,USA,7.1,,
tt2980516,The Theory of Everything,2014,PG-13,2h 3min,"['Biography', 'Drama', 'Romance']",26 November 2014,USA,7.7,,
tt0780504,Drive,2011,R,1h 40min,"['Crime', 'Drama']",16 September 2011,USA,7.8,,
tt5083738,The Favourite,2018,R,1h 59min,"['Biography', 'Comedy', 'Drama']",21 December 2018,USA,7.5,,
tt2247476,When the Game Stands Tall,2014,PG,1h 55min,"['Drama', 'Sport']",22 August 2014,USA,6.7,,
tt5719700,Home Again,2017,PG-13,1h 37min,"['Comedy', 'Drama', 'Romance']",8 September 2017,USA,5.8,,
tt0493949,Ramona and Beezus,2010,G,1h 43min,"['Comedy', 'Drama', 'Family']",23 July 2010,USA,6.5,,
tt2402157,The November Man,2014,R,1h 48min,"['Action', 'Thriller']",27 August 2014,USA,6.3,,
tt1817273,The Place Beyond the Pines,2012,R,2h 20min,"['Crime', 'Drama', 'Thriller']",19 April 2013,USA,7.3,,
tt4139124,Keanu,2016,R,1h 40min,"['Action', 'Comedy', 'Crime']",29 April 2016,USA,6.2,,
tt1555064,Country Strong,2010,PG-13,1h 57min,"['Drama', 'Music']",7 January 2011,USA,6.3,,
tt1972571,A Most Wanted Man,2014,R,2h 2min,"['Crime', 'Drama', 'Thriller']",1 August 2014,USA,6.8,,
tt1258972,The Man with the Iron Fists,2012,R,1h 35min,['Action'],2 November 2012,USA,5.4,,
tt5941692,Miss Bala,2019,PG-13,1h 44min,"['Action', 'Crime', 'Drama']",1 February 2019,USA,5.7,,
tt1764234,Killing Them Softly,2012,R,1h 37min,"['Crime', 'Drama', 'Thriller']",30 November 2012,USA,6.2,,
tt1563738,One Day,2011,PG-13,1h 47min,"['Drama', 'Romance']",19 August 2011,USA,7.0,,
tt4276820,The Founder,2016,PG-13,1h 55min,"['Biography', 'Drama']",20 January 2017,USA,7.2,,
tt4341582,Queen of Katwe,2016,PG,2h 4min,"['Biography', 'Drama', 'Sport']",30 September 2016,USA,7.4,,
tt2091473,Promised Land,2012,R,1h 46min,['Drama'],4 January 2013,USA,6.6,,
tt5834262,Hotel Artemis,2018,R,1h 34min,"['Action', 'Crime', 'Drama']",8 June 2018,USA,6.1,,
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,R,1h 33min,"['Action', 'Comedy', 'Horror']",30 October 2015,USA,6.3,,
tt1182350,You Will Meet a Tall Dark Stranger,2010,R,1h 38min,"['Comedy', 'Drama', 'Romance']",22 October 2010,USA,6.3,,
tt3164256,Rock the Kasbah,2015,R,1h 46min,"['Comedy', 'Music', 'War']",23 October 2015,USA,5.5,,
tt1334260,Never Let Me Go,2010,R,1h 43min,"['Drama', 'Romance', 'Sci-Fi']",15 October 2010,USA,7.1,,
tt2364897,The Disappointments Room,2016,R,1h 25min,"['Drama', 'Horror', 'Thriller']",9 September 2016,USA,3.9,,
tt1967614,The Comedian,2016,R,2h,"['Comedy', 'Drama', 'Romance']",3 February 2017,USA,5.7,,
tt2032557,The Reluctant Fundamentalist,2012,R,2h 10min,"['Drama', 'Thriller']",3 May 2013,Sweden,6.9,,
tt1020558,Centurion,2010,R,1h 37min,"['Action', 'Drama', 'History']",30 July 2010,USA,6.4,,
tt1551641,Winnie Mandela,2011,R,1h 44min,"['Biography', 'Drama', 'History']",6 September 2013,USA,6.0,,
tt1535612,The Son of No One,2011,R,1h 30min,"['Action', 'Crime', 'Drama']",9 July 2011,Japan,5.1,,
tt2268016,Magic Mike XXL,2015,R,1h 55min,"['Comedy', 'Drama', 'Music']",1 July 2015,USA,5.6,,
tt1668200,Elle s'appelait Sarah,2010,PG-13,1h 51min,"['Drama', 'War']",22 July 2011,USA,7.5,,
tt0431021,The Possession,2012,PG-13,1h 32min,"['Horror', 'Mystery', 'Thriller']",31 August 2012,USA,5.9,,
tt1885265,Tyler Perry's Good Deeds,2012,PG-13,1h 50min,"['Comedy', 'Drama', 'Romance']",24 February 2012,USA,5.5,,
tt1007029,The Iron Lady,2011,PG-13,1h 45min,"['Biography', 'Drama']",13 January 2012,USA,6.4,,
tt1305583,Our Family Wedding,2010,PG-13,1h 43min,"['Comedy', 'Romance']",12 March 2010,USA,5.0,,
tt2637294,Hot Tub Time Machine 2,2015,R,1h 33min,"['Comedy', 'Mystery', 'Sci-Fi']",20 February 2015,USA,5.1,,
tt1663143,Fun Size,2012,PG-13,1h 26min,"['Adventure', 'Comedy']",26 October 2012,USA,5.4,,
tt3077214,Suffragette,2015,PG-13,1h 46min,"['Drama', 'History']",12 October 2015,UK,6.9,,
tt2473794,Mr. Turner,2014,R,2h 30min,"['Biography', 'Drama', 'History']",31 October 2014,UK,6.8,,
tt0817177,Flipped,2010,PG,1h 30min,"['Comedy', 'Drama', 'Romance']",10 September 2010,USA,7.7,,
tt1156143,Wild Grass,2009,PG,1h 44min,"['Drama', 'Romance']",4 November 2009,France,6.2,,
tt0466893,Margaret,2011,R,2h 30min,['Drama'],1 June 2012,Italy,6.4,,
tt1931533,Seven Psychopaths,2012,R,1h 50min,"['Comedy', 'Crime']",12 October 2012,USA,7.2,,
tt1584131,The Last Godfather,2010,PG-13,1h 40min,"['Comedy', 'Crime', 'Romance']",29 December 2010,South Korea,3.6,,
tt1441395,Under the Skin,2013,R,1h 48min,"['Drama', 'Horror', 'Sci-Fi']",14 March 2014,UK,6.3,,
tt3203528,Bad Samaritan,2018,R,1h 50min,"['Crime', 'Horror', 'Thriller']",4 May 2018,USA,6.4,,
tt0947798,Black Swan,2010,R,1h 48min,"['Drama', 'Thriller']",17 December 2010,USA,8.0,,
tt1702443,Justin Bieber: Never Say Never,2011,G,1h 45min,"['Documentary', 'Music']",11 February 2011,USA,1.6,,
tt6133466,The First Purge,2018,R,1h 37min,"['Action', 'Horror', 'Sci-Fi']",4 July 2018,USA,5.2,,
tt4257926,Miracles from Heaven,2016,PG,1h 49min,"['Biography', 'Drama', 'Family']",16 March 2016,USA,7.1,,
tt4052882,The Shallows,2016,PG-13,1h 26min,"['Drama', 'Horror', 'Thriller']",24 June 2016,USA,6.3,,
tt0090583,About Last Night,1986,R,1h 53min,"['Comedy', 'Drama', 'Romance']",2 July 1986,USA,6.3,,
tt2170593,St. Vincent,2014,PG-13,1h 42min,"['Comedy', 'Drama']",24 October 2014,USA,7.2,,
tt2183034,Earth to Echo,2014,PG,1h 31min,"['Adventure', 'Family', 'Sci-Fi']",2 July 2014,USA,5.8,,
tt1711425,21 & Over,2013,R,1h 33min,['Comedy'],1 March 2013,USA,5.8,,
tt0470752,Ex Machina,2014,R,1h 48min,"['Drama', 'Mystery', 'Sci-Fi']",24 April 2015,USA,7.7,,
tt2057392,Eye in the Sky,2015,R,1h 42min,"['Action', 'Drama', 'Thriller']",1 April 2016,USA,7.3,,
tt1814621,Admission,2013,PG-13,1h 47min,"['Comedy', 'Drama', 'Romance']",22 March 2013,USA,5.7,,
tt1659337,The Perks of Being a Wallflower,2012,PG-13,1h 43min,"['Drama', 'Romance']",12 October 2012,USA,8.0,,
tt3170832,Room,2015,R,1h 58min,"['Drama', 'Thriller']",22 January 2016,USA,8.1,,
tt4183692,Woodlawn,2015,PG,2h 3min,"['Drama', 'Sport']",16 October 2015,USA,6.5,,
tt3863552,Bajrangi Bhaijaan,2015,Not Rated,2h 43min,"['Action', 'Comedy', 'Drama']",17 July 2015,USA,8.0,,
tt0117496,Robinson Crusoe,1997,PG-13,1h 45min,"['Adventure', 'Drama']",12 June 1997,Singapore,6.0,,
tt7545524,Ben Is Back,2018,R,1h 43min,['Drama'],5 December 2018,Spain,6.7,,
tt1352824,Chloe,2009,R,1h 36min,"['Drama', 'Mystery', 'Romance']",10 March 2010,France,6.3,,
tt3312830,Youth,2015,R,2h 4min,"['Comedy', 'Drama', 'Music']",4 December 2015,USA,7.3,,
tt5275280,Un prophète,,Comedy,Episode aired February 2010,Comedy,Episode aired February 2010,,,,
tt1045772,I Love You Phillip Morris,2009,R,1h 38min,"['Biography', 'Comedy', 'Crime']",7 January 2011,USA,6.6,,
tt1524575,The Vatican Tapes,2015,PG-13,1h 31min,"['Horror', 'Thriller']",22 July 2015,Egypt,4.8,,
tt1478964,Attack the Block,2011,R,1h 28min,"['Action', 'Adventure', 'Comedy']",13 May 2011,UK,6.6,,
tt1714209,In the Land of Blood and Honey,2011,R,2h 7min,"['Drama', 'Romance', 'War']",16 February 2012,Netherlands,4.5,,
tt0954947,The Killer Inside Me,2010,R,1h 49min,"['Crime', 'Drama', 'Thriller']",8 June 2010,UK,6.1,,
tt1911644,The Call,2013,R,1h 34min,"['Crime', 'Drama', 'Horror']",15 March 2013,USA,6.7,,
tt3541524,Line of Duty,2019,R,1h 38min,"['Action', 'Crime', 'Thriller']",15 November 2019,USA,5.3,,
tt0985694,Machete,2010,R,1h 45min,"['Action', 'Crime', 'Thriller']",3 September 2010,USA,6.6,,
m2442289,,,,,,,,,,
tt1294213,Solitary Man,2009,R,1h 30min,"['Comedy', 'Drama', 'Romance']",25 June 2010,USA,6.3,,
tt1194417,Casino Jack,2010,R,1h 48min,"['Biography', 'Comedy', 'Crime']",7 January 2011,USA,6.2,,
tt0473102,The Perfect Game,2009,PG,1h 58min,"['Comedy', 'Drama', 'Family']",16 April 2010,USA,6.9,,
tt1496422,The Paperboy,2012,R,1h 47min,"['Crime', 'Drama', 'Mystery']",17 October 2012,Belgium,5.8,,
tt1816518,Ernest & Celestine,2012,PG,1h 20min,"['Animation', 'Adventure', 'Comedy']",28 February 2014,USA,7.9,,
tt1440161,A Little Bit of Heaven,2011,PG-13,1h 46min,"['Comedy', 'Drama', 'Fantasy']",4 May 2012,USA,6.3,,
tt2582846,The Fault in Our Stars,2014,PG-13,2h 6min,"['Drama', 'Romance']",6 June 2014,USA,7.7,,
tt1621045,Think Like a Man,2012,PG-13,2h 2min,"['Comedy', 'Romance']",20 April 2012,USA,6.6,,
tt1929263,Heaven Is for Real,2014,PG,1h 39min,"['Biography', 'Drama', 'Family']",16 April 2014,USA,5.8,,
tt1591479,Act of Valor,2012,R,1h 50min,"['Action', 'Adventure', 'Thriller']",24 February 2012,USA,6.5,,
tt1706593,Chronicle,2012,PG-13,1h 24min,"['Drama', 'Sci-Fi', 'Thriller']",3 February 2012,USA,7.0,,
tt1636826,Project X,2012,R,1h 28min,['Comedy'],2 March 2012,USA,6.6,,
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55min,"['Comedy', 'Crime', 'Drama']",1 December 2017,USA,8.2,,
tt3741834,Lion,2016,PG-13,1h 58min,"['Biography', 'Drama']",6 January 2017,USA,8.0,,
tt1563742,Overboard,2018,PG-13,1h 52min,"['Comedy', 'Romance']",4 May 2018,USA,6.0,,
tt2431286,Philomena,2013,PG-13,1h 38min,"['Biography', 'Comedy', 'Drama']",27 November 2013,USA,7.6,,
tt3622592,Paper Towns,2015,PG-13,1h 49min,"['Comedy', 'Drama', 'Mystery']",24 July 2015,USA,6.3,,
tt2582782,Hell or High Water,2016,R,1h 42min,"['Action', 'Crime', 'Drama']",26 August 2016,USA,7.6,,
tt2215719,Katy Perry: Part of Me,2012,PG,1h 33min,"['Documentary', 'Music']",5 July 2012,USA,5.9,,
tt2784678,Top Five,2014,R,1h 42min,"['Comedy', 'Romance']",12 December 2014,USA,6.4,,
tt2436386,Project Almanac,2015,PG-13,1h 46min,"['Drama', 'Mystery', 'Sci-Fi']",30 January 2015,USA,6.4,,
tt1407061,Just Wright,2010,PG,1h 40min,"['Comedy', 'Romance', 'Sport']",14 May 2010,USA,5.9,,
tt1821549,Nebraska,2013,R,1h 55min,"['Adventure', 'Comedy', 'Drama']",24 January 2014,USA,7.7,,
tt1625346,Young Adult,2011,R,1h 34min,"['Comedy', 'Drama']",16 December 2011,USA,6.2,,
